userID,userName,mediaID,mediaDate,mediaLocationLat,mediaLocationLong,mediaCommentFrom_id,mediaCommentFrom_userName,mediaComment_time,text_length,comment_text
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,4184438,roop21,2016/3/9,6,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,1578449911,jgrxy,2016/3/11,13,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,2228718946,chelci.lin,2016/3/11,8,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,1919226855,whatsgoinong,2016/3/14,28,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,792111330,badmedina90,2016/3/8,14,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,30700523,jk_562,2016/3/8,9,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,14821171,undredog,2016/3/9,16,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,1578449911,jgrxy,2016/3/11,21,
47549502,aaronkkai,1197237845560286284_47549502,2016/3/2,34.0618,-118.3006,16379941,truetoolife,2016/3/2,32,
47549502,aaronkkai,1197237845560286284_47549502,2016/3/2,34.0618,-118.3006,1372432421,miikeyod,2016/3/2,2,
47549502,aaronkkai,1197237845560286284_47549502,2016/3/2,34.0618,-118.3006,2992265712,code4good,2016/3/2,6,
47549502,aaronkkai,1197237845560286284_47549502,2016/3/2,34.0618,-118.3006,18662315,joefortwangler_,2016/3/3,40,
47549502,aaronkkai,1197234057004867569_47549502,2016/3/2,34.0522,-118.243,349774846,lifeafteranalog,2016/3/2,4,
47549502,aaronkkai,1197234057004867569_47549502,2016/3/2,34.0522,-118.243,349774846,lifeafteranalog,2016/3/2,18,
47549502,aaronkkai,1197234057004867569_47549502,2016/3/2,34.0522,-118.243,255401394,taliabenmor,2016/3/2,8,
47549502,aaronkkai,1197234057004867569_47549502,2016/3/2,34.0522,-118.243,18239540,get_em_adj,2016/3/3,10,
47549502,aaronkkai,1189943500243099621_47549502,2016/2/21,34.0522,-118.243,14427368,c0mbsy,2016/2/27,6,
47549502,aaronkkai,1189943500243099621_47549502,2016/2/21,34.0522,-118.243,46229656,ms_wearer,2016/3/1,8,
47549502,aaronkkai,1189943500243099621_47549502,2016/2/21,34.0522,-118.243,186472935,nazreennazwani,2016/3/1,15,
47549502,aaronkkai,1189943500243099621_47549502,2016/2/21,34.0522,-118.243,2740499239,issamarz,2016/3/2,12,
47549502,aaronkkai,1184524621836607215_47549502,2016/2/13,37.775,-122.418,44230927,bellwether_dario,2016/2/13,16,
47549502,aaronkkai,1184524621836607215_47549502,2016/2/13,37.775,-122.418,228621724,werqit_white,2016/2/13,31,
47549502,aaronkkai,1184524621836607215_47549502,2016/2/13,37.775,-122.418,563215041,dabshawty,2016/2/14,56,
47549502,aaronkkai,1184524621836607215_47549502,2016/2/13,37.775,-122.418,557913592,desiraekiani,2016/2/19,13,
47549502,aaronkkai,1184317123460488849_47549502,2016/2/13,37.78649,-122.4167,32757150,cnrboy,2016/2/14,7,
47549502,aaronkkai,1184317123460488849_47549502,2016/2/13,37.78649,-122.4167,193408857,kidfrench,2016/2/14,28,
47549502,aaronkkai,1184317123460488849_47549502,2016/2/13,37.78649,-122.4167,423673950,iantaitano_,2016/3/12,10,
47549502,aaronkkai,1184317123460488849_47549502,2016/2/13,37.78649,-122.4167,3985065,_pudgesta,2016/3/12,4,
47549502,aaronkkai,1183438213088697946_47549502,2016/2/12,37.775,-122.418,31523874,domyewest,2016/2/12,18,
47549502,aaronkkai,1183438213088697946_47549502,2016/2/12,37.775,-122.418,1344744182,ride_the_flow,2016/2/13,9,
47549502,aaronkkai,1183438213088697946_47549502,2016/2/12,37.775,-122.418,12057823,ohhellocalum,2016/2/17,32,
47549502,aaronkkai,1183438213088697946_47549502,2016/2/12,37.775,-122.418,335261576,nicholeashlei,2016/2/24,40,
47549502,aaronkkai,1182857309500890529_47549502,2016/2/11,37.77927,-122.40734,421771342,iamanthonyluk,2016/2/11,10,
47549502,aaronkkai,1182857309500890529_47549502,2016/2/11,37.77927,-122.40734,1140961685,joshua89_,2016/2/11,71,
47549502,aaronkkai,1182857309500890529_47549502,2016/2/11,37.77927,-122.40734,187687264,ayynicko,2016/2/12,34,
47549502,aaronkkai,1182857309500890529_47549502,2016/2/11,37.77927,-122.40734,49737853,macdreza,2016/2/14,6,
47549502,aaronkkai,1179276649012026674_47549502,2016/2/6,37.775,-122.418,1943609483,joseline.spam111,2016/2/7,6,
47549502,aaronkkai,1179276649012026674_47549502,2016/2/6,37.775,-122.418,34984632,oopzallberryz,2016/2/7,11,
47549502,aaronkkai,1179276649012026674_47549502,2016/2/6,37.775,-122.418,183585102,ezrathequeen,2016/2/7,17,
47549502,aaronkkai,1179276649012026674_47549502,2016/2/6,37.775,-122.418,391266274,michael___tall,2016/2/10,15,
47549502,aaronkkai,1178660499387473460_47549502,2016/2/5,37.775,-122.418,1703977533,alonso_gonzalezzz,2016/2/6,25,
47549502,aaronkkai,1178660499387473460_47549502,2016/2/5,37.775,-122.418,2125311588,ossawa.decor,2016/2/7,25,
47549502,aaronkkai,1178660499387473460_47549502,2016/2/5,37.775,-122.418,12167988,iiamsonja,2016/2/7,16,
47549502,aaronkkai,1178660499387473460_47549502,2016/2/5,37.775,-122.418,18562487,ssheaaa,2016/2/10,36,
47549502,aaronkkai,1177782581186682014_47549502,2016/2/4,37.77839,-122.4086,27621093,mooyagi,2016/2/4,26,
47549502,aaronkkai,1177782581186682014_47549502,2016/2/4,37.77839,-122.4086,27891987,phattbam,2016/2/4,45,
47549502,aaronkkai,1177782581186682014_47549502,2016/2/4,37.77839,-122.4086,274490875,d.hang_,2016/2/4,16,
47549502,aaronkkai,1177782581186682014_47549502,2016/2/4,37.77839,-122.4086,3249780,parriswalker_,2016/2/4,16,
47549502,aaronkkai,1172002532395211958_47549502,2016/1/27,37.775,-122.418,1282850553,_claaaaraaa_,2016/2/6,15,
47549502,aaronkkai,1172002532395211958_47549502,2016/1/27,37.775,-122.418,1538860723,theo___leblanc,2016/2/6,31,
47549502,aaronkkai,1172002532395211958_47549502,2016/1/27,37.775,-122.418,1282850553,_claaaaraaa_,2016/2/6,44,
47549502,aaronkkai,1172002532395211958_47549502,2016/1/27,37.775,-122.418,264617625,gramsclothing,2016/2/10,12,
47549502,aaronkkai,1171324590505745729_47549502,2016/1/26,33.64833,-117.841934,2276900541,asocialgathering,2016/2/2,5,
47549502,aaronkkai,1171324590505745729_47549502,2016/1/26,33.64833,-117.841934,1424818942,mr___blank,2016/2/17,109,
47549502,aaronkkai,1171324590505745729_47549502,2016/1/26,33.64833,-117.841934,1416255837,malik.img,2016/3/9,100,
47549502,aaronkkai,1171324590505745729_47549502,2016/1/26,33.64833,-117.841934,39145153,annatranx,2016/3/11,34,
983294586,abigirlx,1204466553115356284_983294586,2016/3/12,40.7142,-74.0064,541402706,ss_skanderbeg,2016/3/12,59,
983294586,abigirlx,1204466553115356284_983294586,2016/3/12,40.7142,-74.0064,2993868892,wackypainter,2016/3/13,27,
983294586,abigirlx,1204466553115356284_983294586,2016/3/12,40.7142,-74.0064,2150337621,janette34br,2016/3/13,7,
983294586,abigirlx,1204466553115356284_983294586,2016/3/12,40.7142,-74.0064,1397885816,zuzulinaangeltheboss,2016/3/13,2,
983294586,abigirlx,1203919794072956593_983294586,2016/3/11,40.7142,-74.0064,1276085060,salwakassem,2016/3/12,10,
983294586,abigirlx,1203919794072956593_983294586,2016/3/11,40.7142,-74.0064,2272361285,imchak_longchar,2016/3/12,8,
983294586,abigirlx,1203919794072956593_983294586,2016/3/11,40.7142,-74.0064,2074727468,guneysui,2016/3/12,50,
983294586,abigirlx,1203919794072956593_983294586,2016/3/11,40.7142,-74.0064,1928106517,76i2,2016/3/12,4,
983294586,abigirlx,1203632386924326199_983294586,2016/3/11,40.7142,-74.0064,24948245,chimerenicole,2016/3/11,6,
983294586,abigirlx,1203632386924326199_983294586,2016/3/11,40.7142,-74.0064,665382026,marijavuj33,2016/3/11,65,
983294586,abigirlx,1203632386924326199_983294586,2016/3/11,40.7142,-74.0064,223952929,annie_kitt,2016/3/11,97,
983294586,abigirlx,1203632386924326199_983294586,2016/3/11,40.7142,-74.0064,2310340751,jitenabd001,2016/3/11,114,
983294586,abigirlx,1201856618359663971_983294586,2016/3/8,40.7142,-74.0064,983294586,abigirlx,2016/3/14,47,
983294586,abigirlx,1201856618359663971_983294586,2016/3/8,40.7142,-74.0064,983294586,abigirlx,2016/3/14,18,
983294586,abigirlx,1201856618359663971_983294586,2016/3/8,40.7142,-74.0064,983294586,abigirlx,2016/3/14,41,
983294586,abigirlx,1201856618359663971_983294586,2016/3/8,40.7142,-74.0064,3015004027,hairextensions_london,2016/3/14,46,
983294586,abigirlx,1201795120518115171_983294586,2016/3/8,40.7142,-74.0064,983294586,abigirlx,2016/3/8,27,
983294586,abigirlx,1201795120518115171_983294586,2016/3/8,40.7142,-74.0064,2323881470,marty__dp,2016/3/9,27,
983294586,abigirlx,1201795120518115171_983294586,2016/3/8,40.7142,-74.0064,267372331,uriahhon,2016/3/13,54,
983294586,abigirlx,1201795120518115171_983294586,2016/3/8,40.7142,-74.0064,2025726645,eve,2016/3/13,9,
983294586,abigirlx,1201792929405316905_983294586,2016/3/8,40.759064,-73.97928,983294586,abigirlx,2016/3/8,24,
983294586,abigirlx,1201792929405316905_983294586,2016/3/8,40.759064,-73.97928,983294586,abigirlx,2016/3/8,31,
983294586,abigirlx,1201792929405316905_983294586,2016/3/8,40.759064,-73.97928,6458563,chloeadelia,2016/3/9,14,
983294586,abigirlx,1201792929405316905_983294586,2016/3/8,40.759064,-73.97928,317705060,devheelboudoir,2016/3/9,2,
983294586,abigirlx,1198722660155501988_983294586,2016/3/4,40.7142,-74.0064,20207773,oliviamaeromano,2016/3/4,14,
983294586,abigirlx,1198722660155501988_983294586,2016/3/4,40.7142,-74.0064,983294586,abigirlx,2016/3/4,157,
983294586,abigirlx,1198722660155501988_983294586,2016/3/4,40.7142,-74.0064,2963674511,jennynguyenhieuu,2016/3/4,2,
983294586,abigirlx,1198722660155501988_983294586,2016/3/4,40.7142,-74.0064,2157862303,bajideshmukh,2016/3/4,37,
13528260,iamgalla,1206023750373537299_13528260,2016/3/14,40.717224,-73.98972,203027850,hannabanana_85,2016/3/14,7,
13528260,iamgalla,1206023750373537299_13528260,2016/3/14,40.717224,-73.98972,3034007080,themoneytree_,2016/3/14,8,
13528260,iamgalla,1206023750373537299_13528260,2016/3/14,40.717224,-73.98972,16570096,kallechan,2016/3/14,11,
13528260,iamgalla,1206023750373537299_13528260,2016/3/14,40.717224,-73.98972,2925263259,whatsinanaim,2016/3/14,15,
13528260,iamgalla,1205964732556834340_13528260,2016/3/14,40.723057,-74.00083,492196139,trelcster,2016/3/14,42,
13528260,iamgalla,1205964732556834340_13528260,2016/3/14,40.723057,-74.00083,1603693601,logankolssak,2016/3/14,42,
13528260,iamgalla,1205964732556834340_13528260,2016/3/14,40.723057,-74.00083,492196139,trelcster,2016/3/14,50,
13528260,iamgalla,1205964732556834340_13528260,2016/3/14,40.723057,-74.00083,191361795,aprilyaindah,2016/3/14,28,
13528260,iamgalla,1205203767406032253_13528260,2016/3/13,40.758984,-73.97925,211855951,lisamonalisaaaa,2016/3/14,12,
13528260,iamgalla,1205203767406032253_13528260,2016/3/13,40.758984,-73.97925,2260179440,untu1985,2016/3/14,250,
