userID,userName,mediaID,mediaDate,mediaLocationLat,mediaLocationLong,mediaCommentFrom_id,mediaCommentFrom_userName,mediaComment_time,mediaComment_text,,,
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,4198274,dianamhorn,2016/3/5,,,,
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,256676333,swimzip,2016/3/5,,,,
2504191,aaron,1199680117945762231_2504191,2016/3/5,41.8369,-87.6844,194810504,pinkstonms,2016/3/6,,,,
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,194810504,pinkstonms,2016/3/4,,,,
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,214822693,courtneymorabito,2016/3/4,,,,
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,214837077,debbyglavin,2016/3/4,,,,
2504191,aaron,1198236460671664216_2504191,2016/3/3,33.7489,-84.3881,1608077689,zohreh_mhd22.11,2016/3/6,,,,
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,193017303,krissyalebakis,2016/3/2,,,,
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,218698695,amberscion,2016/3/2,,,,
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,857659839,aaron.laplaca,2016/3/2,,,,
2504191,aaron,1196800632460247550_2504191,2016/3/1,36.117,-115.174904,2617518,heloge,2016/3/8,,,,
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,4479332,amychild,2016/2/26,,,,
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,7401423,angiecurlyfries,2016/2/26,,,,
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,2073927,brandonmcarter,2016/2/26,,,,
2504191,aaron,1193839816693875521_2504191,2016/2/26,34.0522,-118.243,24318443,lilflea_05,2016/3/5,,,,
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,2809105,jenpinkston,2016/2/23,,,,
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,178478504,xoxocesca,2016/2/23,,,,
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,290788690,catherinespaulding,2016/2/23,,,,
2504191,aaron,1191663254020129245_2504191,2016/2/23,34.063316,-118.35906,1527797392,itss.aaron,2016/2/25,,,,
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,9689246,chaoschytist,2016/2/22,,,,
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,2504191,aaron,2016/2/22,,,,
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,2504191,aaron,2016/2/22,,,,
2504191,aaron,1190945447527678313_2504191,2016/2/22,43.03936,-87.89743,1104836064,nmamii,2016/3/1,,,,
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2539082433,smithgirlstoellen,2016/2/21,,,,
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,,,,
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,,,,
2504191,aaron,1190275837883155324_2504191,2016/2/21,34.063316,-118.35906,2504191,aaron,2016/2/21,,,,
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2504191,aaron,2016/2/20,,,,
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,9471702,claireleahy,2016/2/21,,,,
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2504191,aaron,2016/2/21,,,,
2504191,aaron,1188767578672169366_2504191,2016/2/19,43.03936,-87.89743,2539082433,smithgirlstoellen,2016/2/21,,,,
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,2539082433,smithgirlstoellen,2016/2/21,,,,
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,1563832360,xannie.beauty,2016/3/7,,,,
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,2227868312,15aaron_kn,2016/3/8,,,,
2504191,aaron,1182970481611998195_2504191,2016/2/11,43.7166,-79.3407,1563832360,xannie.beauty,2016/3/8,,,,
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,538260,mrtidwell,2016/2/15,,,,
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,7893962,dawa_lhamo,2016/2/18,,,,
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,2470535935,revlo1,2016/2/19,,,,
2504191,aaron,1177156444261286528_2504191,2016/2/3,34.210632,-118.3794,2539082433,smithgirlstoellen,2016/2/21,,,,
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,2504191,aaron,2016/2/3,,,,
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,183891976,drvolland,2016/2/11,,,,
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,2178843,fernandaromeroo,2016/2/15,,,,
2504191,aaron,1176440694361915546_2504191,2016/2/2,34.10151,-118.326935,1641957254,mayyabor,2016/2/17,,,,
2504191,aaron,1175055008920600848_2504191,2016/1/31,34.0304,-118.779,3550634,cubbygraham,2016/1/31,,,,
2504191,aaron,1175055008920600848_2504191,2016/1/31,34.0304,-118.779,2504191,aaron,2016/1/31,,,,
2504191,aaron,1175055008920600848_2504191,2016/1/31,34.0304,-118.779,14913615,tisdamian,2016/1/31,,,,
2504191,aaron,1175055008920600848_2504191,2016/1/31,34.0304,-118.779,7291966,apartment_34,2016/3/3,,,,
2504191,aaron,1165582321915626191_2504191,2016/1/18,34.0522,-118.243,5159297,theadamdillon,2016/2/6,,,,
2504191,aaron,1165582321915626191_2504191,2016/1/18,34.0522,-118.243,2504191,aaron,2016/2/6,,,,
2504191,aaron,1165582321915626191_2504191,2016/1/18,34.0522,-118.243,2129398612,flarrow_cast,2016/2/8,,,,
2504191,aaron,1165582321915626191_2504191,2016/1/18,34.0522,-118.243,14503448,beautybuzz411,2016/2/10,,,,
2504191,aaron,1164154917082988577_2504191,2016/1/16,41.8369,-87.6844,3744574,teamwoodnote,2016/1/17,,,,
2504191,aaron,1164154917082988577_2504191,2016/1/16,41.8369,-87.6844,215148843,rachpalumbo,2016/1/17,,,,
2504191,aaron,1164154917082988577_2504191,2016/1/16,41.8369,-87.6844,6281121,alexandramadar,2016/1/18,,,,
2504191,aaron,1164154917082988577_2504191,2016/1/16,41.8369,-87.6844,7893962,dawa_lhamo,2016/2/18,,,,
2504191,aaron,1161980339791430590_2504191,2016/1/13,34.054314,-118.25029,1700833047,classicingray,2016/1/13,,,,
2504191,aaron,1161980339791430590_2504191,2016/1/13,34.054314,-118.25029,1088470036,into_theworld,2016/1/14,,,,
2504191,aaron,1161980339791430590_2504191,2016/1/13,34.054314,-118.25029,261413317,dmcguire68,2016/1/14,,,,
2504191,aaron,1161980339791430590_2504191,2016/1/13,34.054314,-118.25029,8466803,jpmicael,2016/1/18,,,,
2504191,aaron,1158364039957545478_2504191,2016/1/8,34.1384,-118.661,690859,musiy,2016/1/8,,,,
2504191,aaron,1158364039957545478_2504191,2016/1/8,34.1384,-118.661,181427489,ryanlongnecker,2016/1/8,,,,
2504191,aaron,1158364039957545478_2504191,2016/1/8,34.1384,-118.661,52346697,hello.jeremiah,2016/1/8,,,,
2504191,aaron,1158364039957545478_2504191,2016/1/8,34.1384,-118.661,2313611829,boonethebear,2016/1/10,,,,
2504191,aaron,1157628435925926387_2504191,2016/1/7,34.0522,-118.243,2201694679,donlabella,2016/1/8,,,,
2504191,aaron,1157628435925926387_2504191,2016/1/7,34.0522,-118.243,631059529,jennymacdougall,2016/1/8,,,,
2504191,aaron,1157628435925926387_2504191,2016/1/7,34.0522,-118.243,14001767,jeanneyangphotography,2016/1/8,,,,
2504191,aaron,1157628435925926387_2504191,2016/1/7,34.0522,-118.243,430967475,christina_abigail,2016/1/19,,,,
2504191,aaron,1155887221807611923_2504191,2016/1/5,30.280949,-97.73769,2050698874,chinndusty,2016/1/5,,,,
2504191,aaron,1155887221807611923_2504191,2016/1/5,30.280949,-97.73769,775409307,onealhome,2016/1/5,,,,
2504191,aaron,1155887221807611923_2504191,2016/1/5,30.280949,-97.73769,8301493,typhen,2016/1/10,,,,
2504191,aaron,1155887221807611923_2504191,2016/1/5,30.280949,-97.73769,132322,bluebatavia,2016/2/19,,,,
2504191,aaron,1154750856860631802_2504191,2016/1/3,34.044785,-118.25202,14912245,iamjeanniek,2016/1/3,,,,
2504191,aaron,1154750856860631802_2504191,2016/1/3,34.044785,-118.25202,14307272,elenabiggie,2016/1/3,,,,
2504191,aaron,1154750856860631802_2504191,2016/1/3,34.044785,-118.25202,2360208196,mynetwork247,2016/1/4,,,,
2504191,aaron,1154750856860631802_2504191,2016/1/3,34.044785,-118.25202,1088470036,into_theworld,2016/1/4,,,,
2504191,aaron,1151872802438086719_2504191,2015/12/30,34.224693,-117.03601,3977672,cameronnicole,2015/12/31,,,,
2504191,aaron,1151872802438086719_2504191,2015/12/30,34.224693,-117.03601,1088470036,into_theworld,2016/1/1,,,,
2504191,aaron,1151872802438086719_2504191,2015/12/30,34.224693,-117.03601,326939604,bornwildproject,2016/2/5,,,,
2504191,aaron,1151872802438086719_2504191,2015/12/30,34.224693,-117.03601,2504191,aaron,2016/2/5,,,,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,40521125,arenasant,2016/3/9,,,,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,4184438,roop21,2016/3/9,,,,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,1578449911,jgrxy,2016/3/11,,,,
47549502,aaronkkai,1201746713384475744_47549502,2016/3/8,34.0522,-118.243,2228718946,chelci.lin,2016/3/11,,,,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,792111330,badmedina90,2016/3/8,,,,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,30700523,jk_562,2016/3/8,,,,
47549502,aaronkkai,1201661675221442267_47549502,2016/3/8,34.07861,-118.36134,14821171,undredog,2016/3/9,,,,
