itemType,title,date,checkOutTimes,checkOutDuration
accd,Heroes,2007/05/09,5,10.4
accd,Lodger,2007/05/09,3,4
accd,man who sold the world,2007/05/09,1,12
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/09,3,7
accd,Sound vision,2007/05/09,4,4.75
accd,Aladdin sane,2007/05/10,1,14
accd,Best of Bowie,2007/05/10,2,5
accd,David live,2007/05/10,5,12.5
accd,Heathen,2007/05/10,1,NULL
accd,man who sold the world,2007/05/10,4,25.5
accd,Space oddity,2007/05/10,3,10.5
accd,Stage,2007/05/10,4,2
accd,Station to station,2007/05/10,1,19
accd,Young Americans,2007/05/10,6,10
accd,Best of Bowie,2007/05/11,7,27.2
accd,Hunky dory,2007/05/11,4,15.6667
accd,Low,2007/05/11,1,NULL
accd,Reality,2007/05/11,3,16.5
accd,Scary monsters,2007/05/11,2,30
accd,Space oddity,2007/05/11,2,5
accd,Aladdin sane,2007/05/12,1,NULL
accd,Best of Bowie,2007/05/12,3,29.5
accd,Lodger,2007/05/12,2,6
accd,Reality,2007/05/12,1,NULL
accd,Scary monsters,2007/05/12,1,NULL
accd,Stage,2007/05/12,3,9.5
accd,Station to station,2007/05/12,1,NULL
accd,Heroes,2007/05/13,1,NULL
accd,Best of Bowie,2007/05/14,2,NULL
accd,David live,2007/05/14,2,43
accd,Outside,2007/05/14,3,8
accd,Scary monsters,2007/05/14,6,27.75
accd,Sound vision,2007/05/14,1,NULL
accd,Low,2007/05/15,3,25.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/15,3,5
accd,Sound vision,2007/05/15,3,10.5
accd,Stage,2007/05/15,1,NULL
accd,Best of Bowie,2007/05/16,3,33.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05/16,2,42
accd,Heroes,2007/05/16,2,26
accd,Outside,2007/05/16,2,0
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/16,2,7
accd,Space oddity,2007/05/16,2,4
accd,Aladdin sane,2007/05/17,3,9
accd,Best of Bowie,2007/05/17,3,20.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05/17,2,21
accd,Diamond dogs,2007/05/17,2,6
accd,Lodger,2007/05/17,4,3.6667
accd,Outside,2007/05/17,2,7
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/17,6,31.25
accd,Space oddity,2007/05/17,2,21
accd,Stage,2007/05/17,1,NULL
accd,Station to station,2007/05/17,1,NULL
accd,Heathen,2007/05/18,1,NULL
accd,Hunky dory,2007/05/18,2,7
accd,Low,2007/05/18,2,1
accd,man who sold the world,2007/05/18,4,4
accd,Outside,2007/05/18,3,2
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/18,2,1
accd,Station to station,2007/05/18,4,10
accd,Young Americans,2007/05/18,2,2
accd,Best of Bowie,2007/05/19,3,3
accd,Lodger,2007/05/19,2,1
accd,Hunky dory,2007/05/20,1,NULL
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/20,1,0
accd,Hunky dory,2007/05/21,2,3
accd,man who sold the world,2007/05/21,4,16.6667
accd,Space oddity,2007/05/21,2,2
accd,Station to station,2007/05/21,3,42
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05/22,3,23.5
accd,Lodger,2007/05/22,1,NULL
accd,Low,2007/05/22,2,1
accd,Outside,2007/05/22,2,1
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/22,1,NULL
accd,Space oddity,2007/05/22,2,29
accd,Station to station,2007/05/22,4,1
accd,Young Americans,2007/05/22,2,1
accd,Best of Bowie,2007/05/23,3,20.5
accd,Diamond dogs,2007/05/23,3,3.5
accd,Heathen,2007/05/23,4,11.6667
accd,Heroes,2007/05/23,2,2
accd,Hunky dory,2007/05/23,3,28
accd,Lodger,2007/05/23,4,1
accd,Low,2007/05/23,2,0
accd,man who sold the world,2007/05/23,3,4
accd,Outside,2007/05/23,3,31
accd,Reality,2007/05/23,3,25.5
accd,Scary monsters,2007/05/23,5,18
accd,Sound vision,2007/05/23,4,10
accd,Space oddity,2007/05/23,2,NULL
accd,Young Americans,2007/05/23,6,25.4
accd,Earthling,2007/05/24,3,26.5
accd,Hunky dory,2007/05/24,2,18
accd,Outside,2007/05/24,2,3
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/24,3,3
accd,Sound vision,2007/05/24,1,NULL
accd,Young Americans,2007/05/24,3,9.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05/25,1,NULL
accd,Diamond dogs,2007/05/25,1,NULL
accd,Lodger,2007/05/25,3,19.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/25,2,25
accd,Scary monsters,2007/05/25,1,NULL
accd,Stage,2007/05/25,3,2.5
accd,ChangesBowie,2007/05/26,3,9
accd,Hunky dory,2007/05/26,2,3
accd,Low,2007/05/26,3,22.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/26,1,NULL
accd,David live,2007/05/27,1,NULL
accd,Hunky dory,2007/05/27,2,16
accd,Low,2007/05/27,2,21
accd,man who sold the world,2007/05/27,2,13
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/27,2,13
accd,Space oddity,2007/05/27,2,13
accd,Station to station,2007/05/27,1,NULL
accd,Young Americans,2007/05/27,2,13
accd,Aladdin sane,2007/05/29,2,21
accd,Outside,2007/05/29,1,NULL
accd,Space oddity,2007/05/29,3,0.5
accd,Station to station,2007/05/29,2,42
accd,Young Americans,2007/05/29,1,NULL
accd,Diamond dogs,2007/05/30,1,NULL
accd,Hunky dory,2007/05/30,1,NULL
accd,Reality,2007/05/30,1,7
accd,Sound vision,2007/05/30,3,16.3333
accd,Young Americans,2007/05/30,3,12
accd,Best of Bowie,2007/05/31,2,15.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05/31,3,19.3333
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05/31,3,13
accd,Low,2007/06/01,1,24
accd,Station to station,2007/06/01,3,63.6667
accd,Heathen,2007/06/02,3,8
accd,Lodger,2007/06/02,2,21.5
accd,Outside,2007/06/02,2,10
accd,Sound vision,2007/06/02,1,27
accd,Station to station,2007/06/02,5,14
accd,Outside,2007/06/03,1,9
accd,Stage,2007/06/03,1,23
accd,Hunky dory,2007/06/04,1,20
accd,Sound vision,2007/06/04,1,26
accd,Station to station,2007/06/04,2,10
accd,Aladdin sane,2007/06/05,2,10.5
accd,David live,2007/06/05,4,7
accd,Diamond dogs,2007/06/05,2,5.5
accd,Reality,2007/06/05,1,8
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/05,1,7
accd,Stage,2007/06/05,2,14.5
accd,Best of Bowie,2007/06/06,2,23.5
accd,Lodger,2007/06/06,1,23
accd,Scary monsters,2007/06/06,1,6
accd,Sound vision,2007/06/06,2,21.5
accd,Space oddity,2007/06/06,3,11.6667
accd,Station to station,2007/06/06,2,9
accd,Aladdin sane,2007/06/07,3,5
accd,Best of Bowie,2007/06/07,1,17
accd,Heroes,2007/06/07,3,10
accd,Hunky dory,2007/06/07,5,6
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/07,2,10
accd,Sound vision,2007/06/07,2,20
accd,Space oddity,2007/06/07,4,4
accd,Stage,2007/06/07,2,22
accd,Young Americans,2007/06/07,1,NULL
accd,Diamond dogs,2007/06/08,3,2
accd,Heroes,2007/06/08,5,5
accd,Sound vision,2007/06/08,3,19
accd,ChangesBowie,2007/06/09,4,27.3333
accd,David live,2007/06/09,4,27.3333
accd,Diamond dogs,2007/06/09,4,10.6667
accd,Lodger,2007/06/09,3,23
accd,Outside,2007/06/09,1,NULL
accd,Stage,2007/06/09,2,9
accd,Best of Bowie,2007/06/10,3,0.5
accd,David live,2007/06/10,2,18
accd,Scary monsters,2007/06/10,2,0
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06/11,5,36.75
accd,ChangesBowie,2007/06/11,2,16
accd,Reality,2007/06/11,3,7.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/11,3,21
accd,Scary monsters,2007/06/11,2,20
accd,Station to station,2007/06/11,5,36
accd,Young Americans,2007/06/11,2,6
accd,Best of Bowie,2007/06/12,2,2
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06/12,2,9
accd,Heathen,2007/06/12,3,11
accd,Low,2007/06/12,2,10
accd,Scary monsters,2007/06/12,2,41
accd,Space oddity,2007/06/12,2,10
accd,Station to station,2007/06/12,4,7.3333
accd,Young Americans,2007/06/12,3,12.5
accd,Best of Bowie,2007/06/13,11,14.5556
accd,Heathen,2007/06/13,2,NULL
accd,Heroes,2007/06/13,2,6
accd,Hunky dory,2007/06/13,3,12
accd,Lodger,2007/06/13,2,1
accd,Low,2007/06/13,2,6
accd,Sound vision,2007/06/13,3,24
accd,Space oddity,2007/06/13,2,28
accd,Young Americans,2007/06/13,2,18
accd,Best of Bowie,2007/06/14,3,13.5
accd,Heathen,2007/06/14,2,12
accd,Hunky dory,2007/06/14,2,12
accd,Outside,2007/06/14,2,13
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/14,3,17.5
accd,Heroes,2007/06/15,2,56
accd,Hunky dory,2007/06/15,3,9.5
accd,man who sold the world,2007/06/15,2,61
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/15,3,16
accd,Scary monsters,2007/06/15,3,1.5
accd,Station to station,2007/06/15,2,20
accd,Diamond dogs,2007/06/16,3,16
accd,Outside,2007/06/16,2,1
accd,Reality,2007/06/16,2,13
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/16,3,15.5
accd,Scary monsters,2007/06/16,2,1
accd,Best of Bowie,2007/06/17,4,15.6667
accd,David live,2007/06/17,1,NULL
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06/18,3,3
accd,ChangesBowie,2007/06/18,3,8.5
accd,Lodger,2007/06/18,5,7.6667
accd,Low,2007/06/18,3,14.5
accd,man who sold the world,2007/06/18,6,6.75
accd,Outside,2007/06/18,5,23.3333
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/18,3,8.5
accd,Scary monsters,2007/06/18,5,31.5
accd,Space oddity,2007/06/18,6,9.25
accd,Station to station,2007/06/18,2,4
accd,Young Americans,2007/06/18,4,16.6667
accd,Aladdin sane,2007/06/19,1,NULL
accd,Best of Bowie,2007/06/19,2,21
accd,Diamond dogs,2007/06/19,5,19
accd,Heroes,2007/06/19,3,4.5
accd,man who sold the world,2007/06/19,4,15
accd,Stage,2007/06/19,5,8.75
accd,Station to station,2007/06/19,2,37
accd,Best of Bowie,2007/06/20,3,4.5
accd,Hunky dory,2007/06/20,2,9
accd,man who sold the world,2007/06/20,2,9
accd,Aladdin sane,2007/06/21,3,7.5
accd,Hunky dory,2007/06/21,4,9
accd,Scary monsters,2007/06/21,2,6
accd,Station to station,2007/06/21,2,6
accd,Young Americans,2007/06/21,3,9
accd,Best of Bowie,2007/06/22,2,6
accd,David live,2007/06/22,1,NULL
accd,Hunky dory,2007/06/22,1,NULL
accd,Low,2007/06/22,3,19.5
accd,man who sold the world,2007/06/22,4,7.6667
accd,Scary monsters,2007/06/22,6,7
accd,Space oddity,2007/06/22,4,25.3333
accd,Station to station,2007/06/22,6,9
accd,Heroes,2007/06/23,6,8.5
accd,Low,2007/06/23,1,NULL
accd,Outside,2007/06/23,2,21
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/23,4,6.6667
accd,Space oddity,2007/06/23,1,NULL
accd,Station to station,2007/06/23,2,10
accd,David live,2007/06/24,3,21.5
accd,Earthling,2007/06/24,3,20.5
accd,Heroes,2007/06/24,2,23
accd,Reality,2007/06/24,1,NULL
accd,Sound vision,2007/06/24,3,7.5
accd,Diamond dogs,2007/06/25,4,19
accd,Low,2007/06/25,6,15.25
accd,Outside,2007/06/25,4,22.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/25,3,2
accd,Space oddity,2007/06/25,3,8.5
accd,Hunky dory,2007/06/26,3,16
accd,Stage,2007/06/26,2,7
accd,Young Americans,2007/06/26,4,30.3333
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06/27,3,7
accd,David live,2007/06/27,4,7.6667
accd,Hunky dory,2007/06/27,5,18.3333
accd,man who sold the world,2007/06/27,2,0
accd,Scary monsters,2007/06/27,1,NULL
accd,Stage,2007/06/27,3,14
accd,Station to station,2007/06/27,1,NULL
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06/28,3,30
accd,Heathen,2007/06/28,2,11
accd,Heroes,2007/06/28,3,9.5
accd,Lodger,2007/06/28,2,11
accd,Low,2007/06/28,4,15
accd,man who sold the world,2007/06/28,2,17
accd,Reality,2007/06/28,2,14
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/28,2,11
accd,Space oddity,2007/06/28,1,NULL
accd,Station to station,2007/06/28,2,2
accd,Young Americans,2007/06/28,4,15.5
accd,Aladdin sane,2007/06/29,6,9.25
accd,Earthling,2007/06/29,4,11.3333
accd,Heroes,2007/06/29,3,9
accd,Hunky dory,2007/06/29,3,16.5
accd,man who sold the world,2007/06/29,5,24.6667
accd,Outside,2007/06/29,4,33.3333
accd,Scary monsters,2007/06/29,2,1
accd,Young Americans,2007/06/29,2,5
accd,ChangesBowie,2007/06/30,2,1
accd,Lodger,2007/06/30,4,19.6667
accd,Outside,2007/06/30,3,12.5
accd,Reality,2007/06/30,2,6
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06/30,3,9.5
accd,Sound vision,2007/06/30,3,22.5
accd,Stage,2007/06/30,3,9
accd,Young Americans,2007/06/30,2,7
accd,Best of Bowie,2007/07/01,3,18.5
accd,David live,2007/07/01,1,NULL
accd,Low,2007/07/01,3,7.5
accd,man who sold the world,2007/07/01,4,27.5
accd,Best of Bowie,2007/07/02,6,12.75
accd,Diamond dogs,2007/07/02,4,11
accd,Heathen,2007/07/02,2,9
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/02,2,4
accd,Space oddity,2007/07/02,2,9
accd,Best of Bowie,2007/07/03,3,21.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/03,1,NULL
accd,Heroes,2007/07/03,2,5
accd,Hunky dory,2007/07/03,7,7
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/03,3,9.5
accd,Sound vision,2007/07/03,3,7
accd,Stage,2007/07/03,2,5
accd,Station to station,2007/07/03,1,0
accd,Best of Bowie,2007/07/05,8,16
accd,Diamond dogs,2007/07/05,1,NULL
accd,Heathen,2007/07/05,2,0
accd,Lodger,2007/07/05,3,9.5
accd,Low,2007/07/05,3,9.5
accd,man who sold the world,2007/07/05,3,4
accd,Outside,2007/07/05,2,3
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/05,3,11
accd,Scary monsters,2007/07/05,2,3
accd,Sound vision,2007/07/05,6,7.75
accd,Space oddity,2007/07/05,2,4
accd,Station to station,2007/07/05,2,4
accd,Young Americans,2007/07/05,2,1
accd,ChangesBowie,2007/07/06,3,24
accd,Heathen,2007/07/06,1,NULL
accd,Scary monsters,2007/07/06,2,22
accd,Stage,2007/07/06,5,14.3333
accd,Station to station,2007/07/06,1,NULL
accd,Young Americans,2007/07/06,2,13
accd,Hunky dory,2007/07/07,2,6
accd,Low,2007/07/07,4,1.3333
accd,Scary monsters,2007/07/07,6,17
accd,Sound vision,2007/07/07,8,20.8
accd,Space oddity,2007/07/07,2,20
accd,Best of Bowie,2007/07/08,6,186.8
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/08,2,1
accd,Space oddity,2007/07/08,3,27
accd,Station to station,2007/07/08,3,17.5
accd,Best of Bowie,2007/07/09,3,7
accd,Heathen,2007/07/09,2,7
accd,Heroes,2007/07/09,3,10.5
accd,Outside,2007/07/09,2,7
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/09,4,15.6667
accd,Stage,2007/07/09,2,26
accd,Station to station,2007/07/09,2,57
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/10,3,22.5
accd,David live,2007/07/10,2,6
accd,Hunky dory,2007/07/10,5,5.3333
accd,Lodger,2007/07/10,2,6
accd,Low,2007/07/10,2,6
accd,man who sold the world,2007/07/10,4,8.3333
accd,Outside,2007/07/10,1,NULL
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/10,3,7
accd,Sound vision,2007/07/10,4,9.6667
accd,Young Americans,2007/07/10,4,8.3333
accd,Best of Bowie,2007/07/11,3,6.5
accd,Heroes,2007/07/11,2,7
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/11,3,18
accd,Space oddity,2007/07/11,2,3
accd,Young Americans,2007/07/11,4,8.5
accd,Best of Bowie,2007/07/12,6,11
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/12,2,3
accd,David live,2007/07/12,2,14
accd,Lodger,2007/07/12,1,NULL
accd,man who sold the world,2007/07/12,4,23
accd,Outside,2007/07/12,3,6
accd,Reality,2007/07/12,4,10
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/12,1,NULL
accd,Space oddity,2007/07/12,2,11
accd,Station to station,2007/07/12,2,13
accd,Aladdin sane,2007/07/13,3,9.5
accd,Best of Bowie,2007/07/13,2,24
accd,ChangesBowie,2007/07/13,2,2
accd,Heroes,2007/07/13,6,18
accd,Hunky dory,2007/07/13,3,23
accd,Scary monsters,2007/07/13,2,24
accd,Sound vision,2007/07/13,3,34.5
accd,Stage,2007/07/13,2,31
accd,Station to station,2007/07/13,3,39.5
accd,Aladdin sane,2007/07/14,2,4
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/14,3,7.5
accd,Earthling,2007/07/14,4,4.3333
accd,Outside,2007/07/14,1,NULL
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/14,6,15
accd,Scary monsters,2007/07/14,2,1
accd,Young Americans,2007/07/14,4,24
accd,David live,2007/07/15,1,NULL
accd,Station to station,2007/07/15,4,14.5
accd,Young Americans,2007/07/15,2,6
accd,Aladdin sane,2007/07/16,4,4.3333
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/16,2,14
accd,Hunky dory,2007/07/16,4,31.6667
accd,Low,2007/07/16,4,7
accd,man who sold the world,2007/07/16,1,NULL
accd,Outside,2007/07/16,6,32.25
accd,Station to station,2007/07/16,3,4
accd,ChangesBowie,2007/07/17,2,14
accd,Diamond dogs,2007/07/17,7,4.2
accd,Low,2007/07/17,5,8
accd,Space oddity,2007/07/17,2,34
accd,Earthling,2007/07/18,3,1
accd,Heathen,2007/07/18,3,5
accd,Hunky dory,2007/07/18,3,1
accd,Low,2007/07/18,2,13
accd,man who sold the world,2007/07/18,3,6
accd,Stage,2007/07/18,3,7.5
accd,Station to station,2007/07/18,1,NULL
accd,David live,2007/07/19,2,10
accd,Diamond dogs,2007/07/19,4,8
accd,Heroes,2007/07/19,3,5.5
accd,Low,2007/07/19,3,7.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/19,3,10.5
accd,Sound vision,2007/07/19,7,27.1667
accd,Space oddity,2007/07/19,2,10
accd,ChangesBowie,2007/07/20,3,13
accd,Heathen,2007/07/20,3,15
accd,Lodger,2007/07/20,1,NULL
accd,Low,2007/07/20,2,17
accd,Reality,2007/07/20,2,22
accd,Scary monsters,2007/07/20,2,6
accd,Space oddity,2007/07/20,1,NULL
accd,Station to station,2007/07/20,2,6
accd,David live,2007/07/21,3,11
accd,Heroes,2007/07/21,3,3
accd,Hunky dory,2007/07/21,3,25.5
accd,Lodger,2007/07/21,3,8.5
accd,Young Americans,2007/07/21,2,6
accd,Hunky dory,2007/07/22,7,17.4
accd,man who sold the world,2007/07/22,2,19
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/22,2,22
accd,Best of Bowie,2007/07/23,8,6.5
accd,Diamond dogs,2007/07/23,4,8.3333
accd,Hunky dory,2007/07/23,3,16.5
accd,Outside,2007/07/23,2,0
accd,Scary monsters,2007/07/23,3,17
accd,Young Americans,2007/07/23,1,NULL
accd,Aladdin sane,2007/07/24,4,9.6667
accd,Heathen,2007/07/24,4,49.6667
accd,Hunky dory,2007/07/24,3,8.5
accd,man who sold the world,2007/07/24,1,NULL
accd,Outside,2007/07/24,2,5
accd,Sound vision,2007/07/24,5,44.75
accd,Young Americans,2007/07/24,1,NULL
accd,Best of Bowie,2007/07/25,3,5.5
accd,Diamond dogs,2007/07/25,4,7.5
accd,Lodger,2007/07/25,2,7
accd,Reality,2007/07/25,4,16
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/25,4,16.3333
accd,Sound vision,2007/07/25,6,20.25
accd,Space oddity,2007/07/25,2,0
accd,Stage,2007/07/25,1,NULL
accd,Station to station,2007/07/25,2,0
accd,Aladdin sane,2007/07/26,3,25
accd,ChangesBowie,2007/07/26,5,14.25
accd,Earthling,2007/07/26,6,11
accd,Heathen,2007/07/26,2,0
accd,Heroes,2007/07/26,4,18.6667
accd,Young Americans,2007/07/26,2,14
accd,Aladdin sane,2007/07/27,3,8.5
accd,David live,2007/07/27,2,26
accd,Heathen,2007/07/27,1,NULL
accd,Heroes,2007/07/27,7,14.4
accd,Hunky dory,2007/07/27,2,8
accd,Stage,2007/07/27,2,20
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/28,3,22
accd,David live,2007/07/28,2,20
accd,Low,2007/07/28,4,35
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07/28,3,22
accd,Scary monsters,2007/07/28,2,2
accd,Space oddity,2007/07/28,4,26
accd,Station to station,2007/07/28,3,9.5
accd,Young Americans,2007/07/28,1,NULL
accd,Best of Bowie,2007/07/29,2,25
accd,Best of Bowie,2007/07/30,3,19
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/30,5,17.25
accd,Outside,2007/07/30,3,11
accd,Scary monsters,2007/07/30,1,NULL
accd,Station to station,2007/07/30,2,0
accd,Young Americans,2007/07/30,2,8
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07/31,3,16
accd,Diamond dogs,2007/07/31,1,NULL
accd,Heathen,2007/07/31,2,6
accd,Heroes,2007/07/31,2,13
accd,Low,2007/07/31,2,5
accd,Station to station,2007/07/31,2,20
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08/01,5,4.6667
accd,ChangesBowie,2007/08/01,2,1
accd,David live,2007/08/01,1,NULL
accd,Heathen,2007/08/01,4,122
accd,man who sold the world,2007/08/01,2,2
accd,Sound vision,2007/08/01,4,20.5
accd,Best of Bowie,2007/08/02,2,6
accd,Lodger,2007/08/02,3,10
accd,Low,2007/08/02,3,10
accd,Reality,2007/08/02,2,18
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/02,4,6.6667
accd,Space oddity,2007/08/02,2,5
accd,Stage,2007/08/02,3,3.5
accd,Station to station,2007/08/02,2,27
accd,Best of Bowie,2007/08/03,3,23
accd,Lodger,2007/08/03,3,24
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/03,3,11
accd,Scary monsters,2007/08/03,2,64
accd,Space oddity,2007/08/03,2,2
accd,Best of Bowie,2007/08/04,4,24
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08/04,2,7
accd,David live,2007/08/04,1,NULL
accd,Diamond dogs,2007/08/04,3,8.5
accd,Hunky dory,2007/08/04,2,18
accd,Lodger,2007/08/04,2,20
accd,man who sold the world,2007/08/04,1,NULL
accd,Outside,2007/08/04,1,NULL
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/04,3,11.5
accd,Scary monsters,2007/08/04,3,3
accd,Space oddity,2007/08/04,3,11
accd,Station to station,2007/08/04,3,8
accd,Young Americans,2007/08/04,1,NULL
accd,Best of Bowie,2007/08/05,3,34.5
accd,Outside,2007/08/05,1,NULL
accd,Reality,2007/08/05,1,NULL
accd,Scary monsters,2007/08/05,1,NULL
accd,Stage,2007/08/05,2,2
accd,ChangesBowie,2007/08/06,3,20.5
accd,Hunky dory,2007/08/06,4,5.6667
accd,Lodger,2007/08/06,5,2.3333
accd,Low,2007/08/06,1,NULL
accd,man who sold the world,2007/08/06,2,1
accd,Station to station,2007/08/06,6,9
accd,Young Americans,2007/08/06,2,5
accd,Best of Bowie,2007/08/07,5,14.6667
accd,David live,2007/08/07,2,63
accd,Diamond dogs,2007/08/07,3,3.5
accd,Heathen,2007/08/07,1,NULL
accd,Low,2007/08/07,2,19
accd,man who sold the world,2007/08/07,5,36.25
accd,Outside,2007/08/07,1,NULL
accd,Station to station,2007/08/07,2,19
accd,Aladdin sane,2007/08/08,11,15.5556
accd,David live,2007/08/08,3,6.5
accd,Earthling,2007/08/08,3,4.5
accd,Outside,2007/08/08,2,2
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/08,3,7
accd,Scary monsters,2007/08/08,2,11
accd,Space oddity,2007/08/08,2,3
accd,Station to station,2007/08/08,5,10.3333
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08/09,3,5
accd,Hunky dory,2007/08/09,4,9.3333
accd,Stage,2007/08/09,2,4
accd,Station to station,2007/08/09,1,NULL
accd,Young Americans,2007/08/09,3,8.5
accd,Best of Bowie,2007/08/10,1,NULL
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08/10,3,8.5
accd,ChangesBowie,2007/08/10,2,3
accd,Diamond dogs,2007/08/10,2,11
accd,Hunky dory,2007/08/10,2,18
accd,man who sold the world,2007/08/10,2,10
accd,Outside,2007/08/10,7,11.75
accd,Scary monsters,2007/08/10,2,11
accd,Stage,2007/08/10,2,4
accd,Best of Bowie,2007/08/11,3,8.5
accd,Lodger,2007/08/11,1,NULL
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/11,2,4
accd,Young Americans,2007/08/11,3,5
accd,Low,2007/08/12,1,NULL
accd,man who sold the world,2007/08/12,4,12.5
accd,Scary monsters,2007/08/12,2,12
accd,Space oddity,2007/08/12,2,13
accd,Young Americans,2007/08/12,2,12
accd,ChangesBowie,2007/08/13,4,22.6667
accd,David live,2007/08/13,3,25
accd,Heroes,2007/08/13,6,30.4
accd,Outside,2007/08/13,2,3
accd,Reality,2007/08/13,2,8
accd,Space oddity,2007/08/13,2,3
accd,Young Americans,2007/08/13,4,6
accd,Heathen,2007/08/14,1,NULL
accd,Space oddity,2007/08/14,2,8
accd,Best of Bowie,2007/08/15,3,18
accd,Low,2007/08/15,8,8.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/15,4,9
accd,Scary monsters,2007/08/15,2,6
accd,Young Americans,2007/08/15,2,14
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08/16,7,10
accd,ChangesBowie,2007/08/16,4,11.6667
accd,David live,2007/08/16,2,10
accd,Diamond dogs,2007/08/16,4,12.5
accd,Heroes,2007/08/16,3,10
accd,Hunky dory,2007/08/16,5,21.5
accd,Low,2007/08/16,3,19.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08/16,5,18.6667
accd,Sound vision,2007/08/16,4,17.6667
accd,Station to station,2007/08/16,2,1
accd,Young Americans,2007/08/16,3,38.5
accd,ChangesBowie,2007/08/17,3,3
accd,Diamond dogs,2007/08/17,1,NULL
accd,Earthling,2007/08/17,7,21.3333
accd,Reality,2007/08/17,4,13.6667
accd,Scary monsters,2007/08/17,5,14.3333
accd,Space oddity,2007/08/17,4,10
accd,Station to station,2007/08/17,2,4
accd,Low,2007/08/18,2,32
accd,Outside,2007/08/18,3,25.5
