itemType,title,date,checkOutTimes,checkOutDuration
acbk,Bowiestyle,2005/08/27,1,214
acbk,complete David Bowie,2005/08/31,1,194
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2005/09/19,1,189
acbk,Bowie loving the alien,2005/11/21,1,45
acbk,Bowie loving the alien,2006/01/27,2,51
acbk,Bowiestyle,2006/01/27,2,21
acbk,complete David Bowie,2006/02/02,2,23
acbk,Bowiestyle,2006/02/19,2,22
acbk,complete David Bowie,2006/03/09,2,101
acbk,complete David Bowie,2006/03/13,1,NULL
acbk,Bowiestyle,2006/03/14,2,40
acbk,Bowiestyle,2006/03/20,1,NULL
acbk,Bowiestyle,2006/04/02,3,119.5
acbk,Bowie loving the alien,2006/04/13,2,46
acbk,Bowiestyle,2006/05/26,1,NULL
acbk,Bowiestyle,2006/06/12,3,40
acbk,complete David Bowie,2006/06/19,1,0
acbk,Bowie loving the alien,2006/06/22,3,46
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2006/06/27,3,73.5
acbk,complete David Bowie,2006/07/05,2,2
acbk,Bowiestyle,2006/07/06,2,7
acbk,complete David Bowie,2006/08/01,2,99
acbk,complete David Bowie,2006/08/17,2,15
acbk,Bowiestyle,2006/08/23,1,NULL
acbk,Bowie loving the alien,2006/09/18,3,31.5
acbk,Bowiestyle,2006/09/18,4,40
acbk,complete David Bowie,2006/09/30,3,33
acbk,Bowiestyle,2006/10/25,2,21
acbk,Bowie loving the alien,2006/11/15,3,21
acbk,Bowiestyle,2006/11/15,2,16
acbk,complete David Bowie,2006/11/15,5,21.5
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2006/11/15,3,62
acbk,complete David Bowie,2006/11/22,2,5
acbk,complete David Bowie,2006/12/12,3,22
acbk,Bowie loving the alien,2006/12/15,2,12
acbk,complete David Bowie,2007/01/09,1,NULL
acbk,complete David Bowie,2007/01/31,2,28
acbk,complete David Bowie,2007/03/08,2,4
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/03/20,2,114
acbk,Bowie loving the alien,2007/03/28,2,17
acbk,complete David Bowie,2007/04/12,1,NULL
acbk,Bowiestyle,2007/04/13,1,NULL
acbk,Bowie loving the alien,2007/04/28,2,12
acbk,Bowiestyle,2007/06/12,3,144.5
acbk,Bowiestyle,2007/06/17,2,2
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/07/13,3,47
acbk,Bowiestyle,2007/07/25,2,12
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/09/04,3,8.5
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/09/20,3,9
acbk,Bowiestyle,2007/10/01,4,130
acbk,Bowiestyle,2007/10/07,1,NULL
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/10/16,3,17.5
acbk,Bowiestyle,2007/10/31,4,215.5
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2007/11/17,1,NULL
acbk,complete David Bowie,2007/11/26,3,49.6667
acbk,Bowie loving the alien,2008/01/04,2,7
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2008/01/04,2,7
acbk,Bowie loving the alien,2008/01/28,1,NULL
acbk,complete David Bowie,2008/02/11,4,25.3333
acbk,Bowiestyle,2008/03/13,2,18
acbk,complete David Bowie,2008/03/13,3,19
acbk,Bowie loving the alien,2008/03/28,2,69
acbk,complete David Bowie,2008/04/08,3,36.6667
acbk,Bowiestyle,2008/05/01,2,3
acbk,Bowiestyle,2008/05/08,2,28
acbk,complete David Bowie,2008/05/20,2,16
acbk,Bowiestyle,2008/06/22,2,54
acbk,complete David Bowie,2008/07/02,5,365.5
acbk,Bowiestyle,2008/07/12,4,95
acbk,Bowiestyle,2008/09/06,3,15.5
acbk,Bowiestyle,2008/10/07,2,53
acbk,Bowiestyle,2008/10/30,2,41
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2008/10/30,1,NULL
acbk,Bowie loving the alien,2008/11/24,3,18.5
acbk,rise and fall of Ziggy Stardust and the Spiders from Mars David Bowie,2008/11/24,3,109
acbk,Bowiestyle,2008/12/02,2,0
acbk,Bowiestyle,2008/12/08,2,4
acbk,Bowie loving the alien,2009/01/05,2,29
acbk,Bowie loving the alien,2009/02/22,3,197.5
acbk,Bowiestyle,2009/02/22,3,197.5
acbk,Bowiestyle,2009/08/20,4,135.3333
acbk,Bowie a biography,2009/10/28,2,20
acbk,Bowie a biography,2009/10/31,2,60
acbk,Bowie a biography,2009/11/01,4,36
acbk,Bowie a biography,2009/11/05,1,NULL
acbk,Bowie a biography,2009/11/18,3,64.5
acbk,Bowie a biography,2009/11/19,2,12
acbk,Bowie a biography,2009/11/28,2,21
acbk,Bowie a biography,2009/12/06,2,2
acbk,Bowie a biography,2009/12/10,5,33
acbk,Bowie a biography,2009/12/13,1,5
acbk,Bowie a biography,2009/12/20,2,17
acbk,Bowie a biography,2009/12/22,2,19
acbk,Bowie a biography,2010/01/02,4,24.6667
acbk,complete David Bowie,2010/01/05,3,41.5
acbk,Bowie a biography,2010/01/07,3,17.5
acbk,Bowie a biography,2010/01/16,2,21
acbk,Bowie a biography,2010/01/19,2,12
acbk,Bowie loving the alien,2010/01/28,2,27
acbk,Bowie a biography,2010/01/30,1,NULL
acbk,Bowie a biography,2010/02/03,2,23
acbk,Bowie a biography,2010/02/06,3,24
acbk,Bowie a biography,2010/02/10,2,16
acbk,Bowie a biography,2010/02/16,1,NULL
acbk,Bowie a biography,2010/02/18,3,29.5
acbk,Bowie a biography,2010/03/02,2,5
acbk,Bowie a biography,2010/03/08,4,4.3333
acbk,Bowie a biography,2010/03/14,3,40.5
acbk,Bowiestyle,2010/03/14,2,66
acbk,complete David Bowie,2010/03/14,2,64
acbk,Bowie a biography,2010/03/15,2,14
acbk,Bowie a biography,2010/03/20,2,85
acbk,Bowie a biography,2010/03/22,3,37.5
acbk,Bowie a biography,2010/04/08,2,22
acbk,Bowie a biography,2010/04/19,2,64
acbk,Bowie a biography,2010/05/04,3,37.5
acbk,Bowie a biography,2010/05/05,1,NULL
acbk,Bowie a biography,2010/05/20,2,20
acbk,Bowie loving the alien,2010/05/24,2,29
acbk,Bowiestyle,2010/05/24,4,61
acbk,complete David Bowie,2010/05/24,4,45
acbk,Bowie a biography,2010/06/15,1,NULL
acbk,Bowie a biography,2010/06/22,2,26
acbk,Bowie a biography,2010/06/23,2,6
acbk,Bowie a biography,2010/07/12,4,40.3333
acbk,Bowie a biography,2010/07/16,2,59
acbk,complete David Bowie,2010/07/18,3,69
acbk,Bowie a biography,2010/07/21,2,18
acbk,Bowie a biography,2010/07/30,3,24
acbk,Bowie a biography,2010/07/31,2,68
acbk,Bowie a biography,2010/08/15,2,50
acbk,Bowiestyle,2010/08/15,2,116
acbk,Bowie a biography,2010/08/29,3,15.5
acbk,Bowie a biography,2010/09/13,2,71
acbk,Bowie a biography,2010/09/27,4,50.3333
acbk,Bowie a biography,2010/10/19,2,27
acbk,complete David Bowie,2010/11/01,3,23.5
acbk,Bowie a biography,2010/11/18,2,21
acbk,Bowie a biography,2010/11/24,4,48.6667
acbk,Bowie a biography,2010/11/29,2,37
acbk,complete David Bowie,2010/11/30,3,33.5
acbk,Bowie loving the alien,2010/12/08,3,65
acbk,Bowie a biography,2010/12/21,2,8
acbk,Bowie a biography,2010/12/29,2,26
acbk,Bowie a biography,2011/01/04,1,NULL
acbk,Bowie a biography,2011/01/25,1,NULL
acbk,Bowie a biography,2011/02/05,3,35
acbk,complete David Bowie,2011/02/05,2,0
acbk,Bowie a biography,2011/02/12,4,56
acbk,Bowie loving the alien,2011/02/18,2,45
acbk,Bowie a biography,2011/02/23,3,15.5
acbk,Bowiestyle,2011/03/09,2,8
acbk,Bowie a biography,2011/03/22,3,59.5
acbk,Bowie a biography,2011/04/23,5,11.25
acbk,Bowie a biography,2011/04/26,3,26.5
acbk,Bowie a biography,2011/05/13,4,34
acbk,Bowie a biography,2011/05/24,2,25
acbk,Bowie a biography,2011/05/26,2,38
acbk,Bowie a biography,2011/06/24,2,5
acbk,Bowie a biography,2011/07/07,2,7
acbk,Any day now David Bowie the London years 1947 1974,2011/07/10,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/07/13,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/07/14,2,23
acbk,Bowie a biography,2011/07/17,1,NULL
acbk,Bowie loving the alien,2011/07/18,2,66
acbk,David Bowie starman,2011/07/19,12,21.2222
acbk,David Bowie starman,2011/07/20,3,22.5
acbk,Bowie a biography,2011/07/21,2,3
acbk,David Bowie starman,2011/07/21,5,22
acbk,Any day now David Bowie the London years 1947 1974,2011/07/27,1,NULL
acbk,David Bowie starman,2011/07/30,4,7.6667
acbk,Bowie a biography,2011/08/01,2,51
acbk,Any day now David Bowie the London years 1947 1974,2011/08/03,2,11
acbk,David Bowie starman,2011/08/03,4,14.6667
acbk,David Bowie starman,2011/08/05,3,7.5
acbk,Any day now David Bowie the London years 1947 1974,2011/08/11,2,13
acbk,David Bowie starman,2011/08/13,2,42
acbk,David Bowie starman,2011/08/15,7,17
acbk,David Bowie starman,2011/08/16,4,6.3333
acbk,Any day now David Bowie the London years 1947 1974,2011/08/17,2,70
acbk,Any day now David Bowie the London years 1947 1974,2011/08/18,2,19
acbk,David Bowie starman,2011/08/23,2,24
acbk,David Bowie starman,2011/08/28,2,26
acbk,David Bowie starman,2011/09/06,2,9
acbk,David Bowie starman,2011/09/08,2,11
acbk,David Bowie starman,2011/09/11,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/09/12,2,1
acbk,David Bowie starman,2011/09/13,2,19
acbk,Bowiestyle,2011/09/14,2,32
acbk,Bowie a biography,2011/09/17,2,48
acbk,David Bowie starman,2011/09/17,4,3
acbk,David Bowie starman,2011/09/21,2,5
acbk,David Bowie starman,2011/09/22,2,21
acbk,Any day now David Bowie the London years 1947 1974,2011/09/24,2,20
acbk,David Bowie starman,2011/09/24,1,NULL
acbk,Bowie a biography,2011/09/25,2,6
acbk,David Bowie starman,2011/09/27,1,0
acbk,David Bowie starman,2011/09/29,2,54
acbk,David Bowie starman,2011/10/01,1,NULL
acbk,David Bowie starman,2011/10/03,2,27
acbk,David Bowie starman,2011/10/05,2,25
acbk,Bowie a biography,2011/10/07,2,10
acbk,David Bowie starman,2011/10/10,2,58
acbk,David Bowie starman,2011/10/22,2,18
acbk,David Bowie starman,2011/10/24,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/10/30,2,20
acbk,Bowie a biography,2011/11/02,1,17
acbk,David Bowie starman,2011/11/05,2,12
acbk,David Bowie starman,2011/11/10,2,5
acbk,David Bowie starman,2011/11/12,1,16
acbk,Any day now David Bowie the London years 1947 1974,2011/11/22,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/11/26,1,4
acbk,David Bowie starman,2011/11/26,1,4
acbk,David Bowie starman,2011/11/28,2,17
acbk,Bowie a biography,2011/11/29,2,42
acbk,David Bowie starman,2011/11/29,2,19
acbk,David Bowie starman,2011/12/02,4,31
acbk,David Bowie starman,2011/12/04,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2011/12/05,2,35
acbk,David Bowie starman,2011/12/12,2,4
acbk,David Bowie starman,2011/12/20,2,21
acbk,Bowie a biography,2011/12/21,2,20
acbk,David Bowie starman,2011/12/26,2,1
acbk,David Bowie starman,2011/12/29,2,7
acbk,Any day now David Bowie the London years 1947 1974,2011/12/30,2,28
acbk,David Bowie starman,2011/12/31,4,24
acbk,David Bowie starman,2012/01/04,2,44
acbk,Any day now David Bowie the London years 1947 1974,2012/01/12,2,57
acbk,Any day now David Bowie the London years 1947 1974,2012/01/13,2,14
acbk,David Bowie starman,2012/01/13,2,31
acbk,Any day now David Bowie the London years 1947 1974,2012/01/21,1,27
acbk,David Bowie starman,2012/01/29,2,26
acbk,Any day now David Bowie the London years 1947 1974,2012/01/31,2,21
acbk,Bowie a biography,2012/01/31,2,49
acbk,David Bowie starman,2012/01/31,2,50
acbk,David Bowie starman,2012/02/14,2,41
acbk,David Bowie starman,2012/02/18,2,14
acbk,Bowie a biography,2012/03/07,2,50
acbk,David Bowie starman,2012/03/07,2,19
acbk,Any day now David Bowie the London years 1947 1974,2012/03/16,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2012/03/26,1,NULL
acbk,David Bowie starman,2012/03/29,2,11
acbk,David Bowie starman,2012/04/04,1,NULL
acbk,David Bowie starman,2012/04/08,2,36
acbk,David Bowie starman,2012/05/16,2,8
acbk,Bowiestyle,2012/05/25,2,47
acbk,David Bowie starman,2012/06/04,2,7
acbk,Bowie a biography,2012/06/06,2,16
acbk,Any day now David Bowie the London years 1947 1974,2012/06/17,2,14
acbk,David Bowie starman,2012/06/23,2,79
acbk,Bowie a biography,2012/06/24,2,19
acbk,Bowie a biography,2012/07/05,2,12
acbk,Bowie loving the alien,2012/07/08,2,130
acbk,Any day now David Bowie the London years 1947 1974,2012/07/14,2,18
acbk,David Bowie starman,2012/07/23,2,80
acbk,Any day now David Bowie the London years 1947 1974,2012/07/24,2,13
acbk,David Bowie starman,2012/08/04,1,0
acbk,Bowie a biography,2012/08/10,2,13
acbk,David Bowie starman,2012/08/10,2,13
acbk,David Bowie starman,2012/08/20,2,30
acbk,man who sold the world David Bowie and the 1970s,2012/08/25,4,17.5
acbk,Bowie a biography,2012/08/26,2,30
acbk,man who sold the world David Bowie and the 1970s,2012/08/26,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2012/09/04,4,20
acbk,man who sold the world David Bowie and the 1970s,2012/09/06,2,2
acbk,man who sold the world David Bowie and the 1970s,2012/09/09,2,11
acbk,Any day now David Bowie the London years 1947 1974,2012/09/13,1,18
acbk,David Bowie starman,2012/09/13,1,49
acbk,man who sold the world David Bowie and the 1970s,2012/09/15,2,14
acbk,man who sold the world David Bowie and the 1970s,2012/09/16,2,17
acbk,man who sold the world David Bowie and the 1970s,2012/09/18,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2012/09/19,2,7
acbk,man who sold the world David Bowie and the 1970s,2012/09/23,2,1
acbk,man who sold the world David Bowie and the 1970s,2012/09/28,1,0
acbk,Any day now David Bowie the London years 1947 1974,2012/09/29,2,14
acbk,man who sold the world David Bowie and the 1970s,2012/10/01,3,16
acbk,man who sold the world David Bowie and the 1970s,2012/10/02,1,NULL
acbk,David Bowie starman,2012/10/03,2,7
acbk,man who sold the world David Bowie and the 1970s,2012/10/04,4,20
acbk,David Bowie starman,2012/10/11,2,43
acbk,man who sold the world David Bowie and the 1970s,2012/10/12,2,36
acbk,man who sold the world David Bowie and the 1970s,2012/10/15,2,20
acbk,man who sold the world David Bowie and the 1970s,2012/10/25,2,40
acbk,man who sold the world David Bowie and the 1970s,2012/10/31,1,NULL
acbk,David Bowie starman,2012/11/01,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2012/11/06,2,33
acbk,Any day now David Bowie the London years 1947 1974,2012/11/08,2,29
acbk,man who sold the world David Bowie and the 1970s,2012/11/16,2,17
acbk,man who sold the world David Bowie and the 1970s,2012/11/24,2,15
acbk,man who sold the world David Bowie and the 1970s,2012/12/03,2,9
acbk,man who sold the world David Bowie and the 1970s,2012/12/06,2,23
acbk,man who sold the world David Bowie and the 1970s,2012/12/08,2,1
acbk,man who sold the world David Bowie and the 1970s,2012/12/10,2,7
acbk,man who sold the world David Bowie and the 1970s,2012/12/12,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2012/12/13,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2012/12/14,2,15
acbk,man who sold the world David Bowie and the 1970s,2012/12/16,1,NULL
acbk,Bowie a biography,2012/12/20,2,5
acbk,man who sold the world David Bowie and the 1970s,2012/12/20,3,6.5
acbk,man who sold the world David Bowie and the 1970s,2012/12/21,2,20
acbk,man who sold the world David Bowie and the 1970s,2012/12/27,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/01/02,2,17
acbk,man who sold the world David Bowie and the 1970s,2013/01/06,2,50
acbk,Any day now David Bowie the London years 1947 1974,2013/01/09,2,57
acbk,man who sold the world David Bowie and the 1970s,2013/01/09,2,20
acbk,Bowie a biography,2013/01/10,2,51
acbk,David Bowie starman,2013/01/13,2,13
acbk,man who sold the world David Bowie and the 1970s,2013/01/17,2,1
acbk,man who sold the world David Bowie and the 1970s,2013/01/18,2,47
acbk,Any day now David Bowie the London years 1947 1974,2013/01/22,2,22
acbk,man who sold the world David Bowie and the 1970s,2013/01/26,2,29
acbk,Bowie a biography,2013/01/30,1,NULL
acbk,Bowie loving the alien,2013/01/31,2,6
acbk,David Bowie starman,2013/01/31,2,21
acbk,man who sold the world David Bowie and the 1970s,2013/02/05,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/02/25,2,16
acbk,Bowie loving the alien,2013/03/08,2,3
acbk,man who sold the world David Bowie and the 1970s,2013/03/08,2,11
acbk,Bowiestyle,2013/03/12,2,10
acbk,man who sold the world David Bowie and the 1970s,2013/03/14,2,36
acbk,Any day now David Bowie the London years 1947 1974,2013/03/19,2,59
acbk,David Bowie starman,2013/03/19,2,5
acbk,man who sold the world David Bowie and the 1970s,2013/03/22,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/03/24,2,22
acbk,David Bowie starman,2013/03/30,2,18
acbk,Bowie a biography,2013/04/02,2,28
acbk,man who sold the world David Bowie and the 1970s,2013/04/13,3,21
acbk,Any day now David Bowie the London years 1947 1974,2013/04/20,2,20
acbk,man who sold the world David Bowie and the 1970s,2013/04/20,2,34
acbk,Any day now David Bowie the London years 1947 1974,2013/04/26,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/04/26,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/05/07,2,24
acbk,Bowie a biography,2013/05/09,2,26
acbk,man who sold the world David Bowie and the 1970s,2013/06/01,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2013/06/07,2,20
acbk,Bowie loving the alien,2013/06/07,2,20
acbk,Bowiestyle,2013/06/07,2,20
acbk,David Bowie starman,2013/06/07,2,20
acbk,man who sold the world David Bowie and the 1970s,2013/06/07,2,20
acbk,man who sold the world David Bowie and the 1970s,2013/06/10,1,NULL
acbk,Bowie a biography,2013/06/12,1,NULL
acbk,David Bowie starman,2013/06/17,2,20
acbk,man who sold the world David Bowie and the 1970s,2013/06/24,2,25
acbk,man who sold the world David Bowie and the 1970s,2013/06/29,2,47
acbk,David Bowie starman,2013/07/02,2,4
acbk,man who sold the world David Bowie and the 1970s,2013/07/02,2,13
acbk,David Bowie starman,2013/07/23,2,55
acbk,man who sold the world David Bowie and the 1970s,2013/07/23,2,55
acbk,David Bowie is the subject,2013/08/03,2,7
acbk,David Bowie starman,2013/08/05,2,1
acbk,David Bowie is the subject,2013/08/06,2,17
acbk,man who sold the world David Bowie and the 1970s,2013/08/12,1,NULL
acbk,David Bowie is the subject,2013/08/13,2,19
acbk,David Bowie starman,2013/08/21,2,14
acbk,David Bowie is the subject,2013/08/25,1,NULL
acbk,David Bowie starman,2013/08/27,2,21
acbk,David Bowie is the subject,2013/08/28,2,28
acbk,David Bowie is the subject,2013/09/06,1,NULL
acbk,David Bowie is the subject,2013/09/07,2,6
acbk,David Bowie is the subject,2013/09/16,2,21
acbk,Any day now David Bowie the London years 1947 1974,2013/09/18,2,24
acbk,man who sold the world David Bowie and the 1970s,2013/09/18,2,6
acbk,David Bowie is the subject,2013/09/20,2,21
acbk,David Bowie is the subject,2013/09/28,2,8
acbk,David Bowie starman,2013/09/28,1,NULL
acbk,David Bowie starman,2013/09/29,2,9
acbk,David Bowie starman,2013/10/06,2,22
acbk,David Bowie is the subject,2013/10/10,4,12.5
acbk,David Bowie starman,2013/10/12,2,34
acbk,Any day now David Bowie the London years 1947 1974,2013/10/16,2,14
acbk,man who sold the world David Bowie and the 1970s,2013/10/19,1,NULL
acbk,David Bowie is the subject,2013/10/21,2,22
acbk,Bowie album by album,2013/10/23,2,6
acbk,Bowie album by album,2013/10/24,2,15
acbk,David Bowie starman,2013/10/26,2,9
acbk,Bowie album by album,2013/10/28,2,26
acbk,David Bowie is the subject,2013/10/29,2,4
acbk,Bowie album by album,2013/10/31,2,15
acbk,David Bowie starman,2013/11/03,2,42
acbk,David Bowie is the subject,2013/11/05,2,18
acbk,David Bowie is the subject,2013/11/06,2,21
acbk,Bowie album by album,2013/11/12,2,12
acbk,man who sold the world David Bowie and the 1970s,2013/11/15,2,10
acbk,Any day now David Bowie the London years 1947 1974,2013/11/16,2,23
acbk,Bowie album by album,2013/11/17,2,26
acbk,man who sold the world David Bowie and the 1970s,2013/11/26,2,9
acbk,Bowie album by album,2013/11/29,2,8
acbk,David Bowie is the subject,2013/11/30,1,NULL
acbk,Bowie album by album,2013/12/01,3,54
acbk,David Bowie is the subject,2013/12/01,2,12
acbk,Bowie album by album,2013/12/10,1,NULL
acbk,David Bowie is the subject,2013/12/10,2,23
acbk,David Bowie is the subject,2013/12/17,2,10
acbk,Bowie album by album,2013/12/18,2,8
acbk,man who sold the world David Bowie and the 1970s,2013/12/18,2,21
acbk,Bowie album by album,2013/12/22,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2013/12/29,2,26
acbk,Bowie album by album,2013/12/31,2,11
acbk,David Bowie is the subject,2014/01/04,2,10
acbk,David Bowie starman,2014/01/14,2,33
acbk,David Bowie is the subject,2014/01/21,2,24
acbk,Bowie album by album,2014/01/22,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2014/01/23,2,47
acbk,Bowie album by album,2014/02/01,2,9
acbk,David Bowie is the subject,2014/02/06,2,46
acbk,David Bowie starman,2014/02/06,2,46
acbk,man who sold the world David Bowie and the 1970s,2014/02/06,2,46
acbk,Bowie album by album,2014/02/19,1,NULL
acbk,Bowie album by album,2014/03/30,2,8
acbk,David Bowie starman,2014/03/30,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2014/04/06,2,45
acbk,Bowie album by album,2014/04/08,2,8
acbk,man who sold the world David Bowie and the 1970s,2014/04/15,2,6
acbk,Bowie album by album,2014/04/26,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2014/05/06,2,102
acbk,Bowie album by album,2014/05/08,2,13
acbk,Bowie album by album,2014/05/18,1,NULL
acbk,Bowie album by album,2014/06/08,2,58
acbk,David Bowie is the subject,2014/06/13,2,73
acbk,David Bowie starman,2014/06/15,2,8
acbk,David Bowie is the subject,2014/06/19,2,46
acbk,man who sold the world David Bowie and the 1970s,2014/06/24,2,7
acbk,Any day now David Bowie the London years 1947 1974,2014/07/05,2,6
acbk,Bowie album by album,2014/07/13,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2014/08/19,2,10
acbk,man who sold the world David Bowie and the 1970s,2014/08/24,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2014/08/28,1,NULL
acbk,David Bowie is the subject,2014/09/15,2,13
acbk,man who sold the world David Bowie and the 1970s,2014/09/15,2,21
acbk,man who sold the world David Bowie and the 1970s,2014/09/18,2,46
acbk,David Bowie starman,2014/09/20,2,8
acbk,man who sold the world David Bowie and the 1970s,2014/09/21,2,27
acbk,Bowie the biography,2014/09/25,2,19
acbk,Bowie the biography,2014/09/26,2,8
acbk,Bowie the biography,2014/09/27,1,NULL
acbk,Any day now David Bowie the London years 1947 1974,2014/09/28,2,14
acbk,David Bowie is the subject,2014/09/28,1,NULL
acbk,Bowie the biography,2014/10/02,2,3
acbk,David Bowie is the subject,2014/10/02,2,20
acbk,Bowie album by album,2014/10/03,2,33
acbk,Bowie album by album,2014/10/08,2,16
acbk,Bowie the biography,2014/10/08,2,7
acbk,Bowie the biography,2014/10/10,1,NULL
acbk,David Bowie is the subject,2014/10/11,2,4
acbk,man who sold the world David Bowie and the 1970s,2014/10/14,2,45
acbk,Bowie the biography,2014/10/19,1,NULL
acbk,Bowie the biography,2014/10/21,2,4
acbk,David Bowie is the subject,2014/10/23,2,16
acbk,Bowie the biography,2014/10/31,1,NULL
acbk,Bowie the biography,2014/11/02,2,29
acbk,Any day now David Bowie the London years 1947 1974,2014/11/03,2,11
acbk,David Bowie starman,2014/11/06,2,56
acbk,man who sold the world David Bowie and the 1970s,2014/11/08,2,4
acbk,Bowie album by album,2014/11/09,2,48
acbk,David Bowie is the subject,2014/11/12,1,NULL
acbk,Bowie album by album,2014/11/16,1,NULL
acbk,Bowie the biography,2014/11/17,2,2
acbk,Any day now David Bowie the London years 1947 1974,2014/11/20,2,57
acbk,David Bowie starman,2014/11/20,2,57
acbk,Bowie album by album,2014/11/21,2,7
acbk,Bowie the biography,2014/11/22,1,NULL
acbk,Bowie the biography,2014/12/01,2,15
acbk,Bowie the biography,2014/12/03,2,0
acbk,David Bowie is the subject,2014/12/03,2,0
acbk,man who sold the world David Bowie and the 1970s,2014/12/03,2,82
acbk,man who sold the world David Bowie and the 1970s,2014/12/07,1,NULL
acbk,David Bowie starman,2014/12/08,2,32
acbk,Bowie the biography,2014/12/20,2,7
acbk,Any day now David Bowie the London years 1947 1974,2014/12/27,2,59
acbk,man who sold the world David Bowie and the 1970s,2014/12/27,2,67
acbk,Bowie the biography,2014/12/29,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2015/01/06,2,14
acbk,David Bowie is the subject,2015/01/12,2,12
acbk,man who sold the world David Bowie and the 1970s,2015/01/24,2,44
acbk,David Bowie is the subject,2015/01/30,1,NULL
acbk,Bowie the biography,2015/02/01,2,9
acbk,Bowie the biography,2015/02/02,1,NULL
acbk,Bowie the biography,2015/02/04,1,NULL
acbk,David Bowie starman,2015/02/05,2,5
acbk,David Bowie starman,2015/02/08,1,NULL
acbk,Bowie album by album,2015/02/12,2,20
acbk,David Bowie is the subject,2015/02/13,2,47
acbk,Bowie the biography,2015/02/17,1,NULL
acbk,Bowie the biography,2015/02/20,1,NULL
acbk,David Bowie starman,2015/02/23,2,4
acbk,Bowie album by album,2015/02/25,2,7
acbk,man who sold the world David Bowie and the 1970s,2015/03/01,2,43
acbk,David Bowie is the subject,2015/03/10,2,21
acbk,Bowie album by album,2015/03/20,2,18
acbk,Any day now David Bowie the London years 1947 1974,2015/04/05,2,3
acbk,David Bowie starman,2015/04/05,2,3
acbk,Bowie the biography,2015/04/18,2,11
acbk,David Bowie is the subject,2015/04/30,2,12
acbk,Bowie the biography,2015/05/01,1,NULL
acbk,Bowie the biography,2015/05/02,2,5
acbk,Bowie album by album,2015/05/09,2,32
acbk,Bowie the biography,2015/05/09,2,39
acbk,man who sold the world David Bowie and the 1970s,2015/05/12,2,84
acbk,Bowie the biography,2015/05/13,2,19
acbk,David Bowie starman,2015/05/21,2,10
acbk,David Bowie starman,2015/05/28,2,35
acbk,David Bowie starman,2015/06/14,1,NULL
acbk,man who sold the world David Bowie and the 1970s,2015/06/15,1,NULL
acbk,Bowie the biography,2015/06/17,1,NULL
acbk,David Bowie is the subject,2015/06/17,2,7
acbk,Bowie album by album,2015/07/05,2,12
acbk,David Bowie is the subject,2015/07/05,2,12
acbk,David Bowie starman,2015/07/05,2,12
acbk,man who sold the world David Bowie and the 1970s,2015/07/05,2,12
acbk,Any day now David Bowie the London years 1947 1974,2015/07/13,2,4
acbk,Bowie the biography,2015/07/13,4,2.5
acbk,David Bowie starman,2015/07/14,2,20
acbk,Bowie album by album,2015/07/25,2,75
acbk,Bowie the biography,2015/08/03,4,7
acbk,David Bowie starman,2015/08/03,2,7
acbk,David Bowie starman,2015/08/13,2,61
acbk,man who sold the world David Bowie and the 1970s,2015/09/03,2,56
acbk,Bowie album by album,2015/09/04,2,11
acbk,David Bowie is the subject,2015/09/04,1,NULL
acbk,David Bowie starman,2015/09/05,2,13
