itemType,title,date,checkOutTimes,checkOutDuration
accd,Best of Bowie,2007/02,28,16.55
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/02,13,16.375
accd,ChangesBowie,2007/02,16,14
accd,David live,2007/02,7,10
accd,Diamond dogs,2007/02,19,71.0714
accd,Earthling,2007/02,7,10.4
accd,Heathen,2007/02,11,18.875
accd,Heroes,2007/02,19,12.625
accd,Hunky dory,2007/02,17,19.0625
accd,Lodger,2007/02,10,14.7143
accd,Low,2007/02,25,15.7368
accd,man who sold the world,2007/02,14,13.375
accd,Outside,2007/02,21,19
accd,Reality,2007/02,10,19.25
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/02,20,11
accd,Scary monsters,2007/02,21,17.2353
accd,Space oddity,2007/02,23,11.5294
accd,Stage,2007/02,12,19.1429
accd,Station to station,2007/02,26,26
accd,Young Americans,2007/02,15,18.6154
accd,Aladdin sane,2007/03,27,11.7647
accd,Best of Bowie,2007/03,37,16.875
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/03,26,13.75
accd,ChangesBowie,2007/03,21,15.5
accd,David live,2007/03,29,16.0556
accd,Diamond dogs,2007/03,30,14.9
accd,Earthling,2007/03,13,26.125
accd,Heathen,2007/03,23,31.375
accd,Heroes,2007/03,32,10.85
accd,Hunky dory,2007/03,30,13.9
accd,Lodger,2007/03,27,15.8947
accd,Low,2007/03,31,15.4
accd,man who sold the world,2007/03,31,14.6316
accd,Outside,2007/03,29,10.6471
accd,Reality,2007/03,9,16.4
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/03,54,20.1622
accd,Scary monsters,2007/03,36,13.3182
accd,Space oddity,2007/03,35,10
accd,Stage,2007/03,23,15.6154
accd,Station to station,2007/03,46,18
accd,Young Americans,2007/03,46,12.069
accd,Aladdin sane,2007/04,26,93.8889
accd,Best of Bowie,2007/04,41,15.1481
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/04,14,12.1111
accd,ChangesBowie,2007/04,5,6.3333
accd,David live,2007/04,19,9.625
accd,Diamond dogs,2007/04,18,7.9091
accd,Earthling,2007/04,5,23
accd,Heathen,2007/04,12,17.8333
accd,Heroes,2007/04,32,18.381
accd,Hunky dory,2007/04,36,14.25
accd,Lodger,2007/04,20,14.1429
accd,Low,2007/04,20,10.7692
accd,man who sold the world,2007/04,18,12.5556
accd,Outside,2007/04,39,8.3182
accd,Reality,2007/04,22,13
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/04,26,15
accd,Scary monsters,2007/04,31,14.7368
accd,Sound vision,2007/04,19,7.6667
accd,Space oddity,2007/04,33,13.35
accd,Stage,2007/04,16,13.2222
accd,Station to station,2007/04,26,11.3636
accd,Young Americans,2007/04,29,12.8333
accd,Aladdin sane,2007/05,15,9
accd,Best of Bowie,2007/05,41,20.1154
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/05,16,21.6
accd,ChangesBowie,2007/05,14,13.8889
accd,David live,2007/05,8,18.6
accd,Diamond dogs,2007/05,18,19.6364
accd,Earthling,2007/05,3,26.5
accd,Heathen,2007/05,7,10
accd,Heroes,2007/05,11,11.4286
accd,Hunky dory,2007/05,31,14.7059
accd,Lodger,2007/05,25,9.5
accd,Low,2007/05,24,13.5385
accd,man who sold the world,2007/05,26,17.375
accd,Outside,2007/05,27,10.5385
accd,Reality,2007/05,10,20.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/05,36,13.5
accd,Scary monsters,2007/05,22,23.3333
accd,Sound vision,2007/05,23,9.0714
accd,Space oddity,2007/05,32,11.0556
accd,Stage,2007/05,17,10.4444
accd,Station to station,2007/05,26,13.75
accd,Young Americans,2007/05,32,15.3158
accd,Aladdin sane,2007/06,15,8.3
accd,Best of Bowie,2007/06,33,12.8333
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/06,16,22.9
accd,ChangesBowie,2007/06,11,16.5714
accd,David live,2007/06,19,14.9231
accd,Diamond dogs,2007/06,21,13.25
accd,Earthling,2007/06,7,15
accd,Heathen,2007/06,12,9.8571
accd,Heroes,2007/06,29,10.7895
accd,Hunky dory,2007/06,32,12.1429
accd,Lodger,2007/06,19,15.8462
accd,Low,2007/06,22,15.2857
accd,man who sold the world,2007/06,27,15.0588
accd,Outside,2007/06,26,19
accd,Reality,2007/06,11,9.3333
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/06,30,11.3333
accd,Scary monsters,2007/06,28,13.6471
accd,Sound vision,2007/06,18,20.1538
accd,Space oddity,2007/06,26,12.6471
accd,Stage,2007/06,20,12.2143
accd,Station to station,2007/06,40,20
accd,Young Americans,2007/06,27,15.6875
accd,Aladdin sane,2007/07,19,10.1538
accd,Best of Bowie,2007/07,56,35.1026
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/07,24,14.8667
accd,ChangesBowie,2007/07,15,14.7
accd,David live,2007/07,15,14
accd,Diamond dogs,2007/07,25,7.375
accd,Earthling,2007/07,13,6.5556
accd,Heathen,2007/07,22,18.7273
accd,Heroes,2007/07,32,12.5238
accd,Hunky dory,2007/07,42,14.1429
accd,Lodger,2007/07,12,8.1667
accd,Low,2007/07,34,11.0909
accd,man who sold the world,2007/07,22,15.3333
accd,Outside,2007/07,22,15.1818
accd,Reality,2007/07,10,15
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/07,37,14.0833
accd,Scary monsters,2007/07,22,13.3333
accd,Sound vision,2007/07,42,22.3333
accd,Space oddity,2007/07,24,16.4167
accd,Stage,2007/07,17,15.5556
accd,Station to station,2007/07,33,15.6471
accd,Young Americans,2007/07,27,11.5714
accd,Aladdin sane,2007/08,17,14.3846
accd,Best of Bowie,2007/08,40,15.8
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/08,40,12.4444
accd,ChangesBowie,2007/08,21,13.6429
accd,David live,2007/08,19,19.7778
accd,Diamond dogs,2007/08,22,9.5833
accd,Earthling,2007/08,11,17.125
accd,Heathen,2007/08,11,78.75
accd,Heroes,2007/08,19,17.2308
accd,Hunky dory,2007/08,31,14.2
accd,Lodger,2007/08,30,9.1667
accd,Low,2007/08,26,14.6
accd,man who sold the world,2007/08,31,17.2353
accd,Outside,2007/08,31,16.4375
accd,Reality,2007/08,15,22.25
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/08,48,11.5
accd,Scary monsters,2007/08,26,16.6923
accd,Sound vision,2007/08,25,10.1875
accd,Space oddity,2007/08,27,7.0667
accd,Stage,2007/08,25,13.0667
accd,Station to station,2007/08,51,12.2258
accd,Young Americans,2007/08,39,9.6
accd,Aladdin sane,2007/09,8,22.6
accd,Best of Bowie,2007/09,53,11.8235
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/09,12,10.25
accd,ChangesBowie,2007/09,14,23.875
accd,David live,2007/09,16,4.1667
accd,Diamond dogs,2007/09,16,14.4444
accd,Earthling,2007/09,8,17.3333
accd,Heathen,2007/09,10,9
accd,Heroes,2007/09,26,12.2941
accd,Hunky dory,2007/09,39,11.8462
accd,Lets dance,2007/09,15,30.1111
accd,Lodger,2007/09,17,11.375
accd,Low,2007/09,21,11.5833
accd,man who sold the world,2007/09,17,25.8571
accd,Outside,2007/09,20,12.6
accd,Reality,2007/09,10,13.8333
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/09,27,17.3125
accd,Scary monsters,2007/09,18,22.8889
accd,Sound vision,2007/09,30,17.8947
accd,Space oddity,2007/09,27,19.4118
accd,Stage,2007/09,23,11.8125
accd,Station to station,2007/09,36,7.7647
accd,Tonight,2007/09,4,3.5
accd,Young Americans,2007/09,21,17.2727
accd,Aladdin sane,2007/10,9,12.8333
accd,Best of Bowie,2007/10,32,13.7727
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/10,18,16.6667
accd,ChangesBowie,2007/10,5,23.5
accd,David live,2007/10,13,10.7143
accd,Diamond dogs,2007/10,9,13
accd,Earthling,2007/10,6,12.6667
accd,Heathen,2007/10,9,16.8
accd,Heroes,2007/10,15,13.4545
accd,Hunky dory,2007/10,16,10.2222
accd,Lets dance,2007/10,13,21.375
accd,Lodger,2007/10,14,16.6
accd,Low,2007/10,17,13.3333
accd,man who sold the world,2007/10,13,23.4286
accd,Outside,2007/10,10,16.5
accd,Reality,2007/10,13,43.9
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/10,30,12.7727
accd,Scary monsters,2007/10,20,22.5
accd,Sound vision,2007/10,23,23.2941
accd,Space oddity,2007/10,28,15.5882
accd,Stage,2007/10,10,12.3333
accd,Station to station,2007/10,26,24.6667
accd,Tonight,2007/10,14,15.6364
accd,Young Americans,2007/10,17,17.4545
accd,Aladdin sane,2007/11,14,13.2222
accd,Best of Bowie,2007/11,43,12.5161
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/11,32,20.381
accd,ChangesBowie,2007/11,14,15.4444
accd,David live,2007/11,14,13.4286
accd,Diamond dogs,2007/11,21,13.8
accd,Earthling,2007/11,10,9.2857
accd,Heathen,2007/11,13,18.25
accd,Heroes,2007/11,26,19.5263
accd,Hunky dory,2007/11,51,10.7059
accd,Lets dance,2007/11,25,15.4444
accd,Lodger,2007/11,14,14.6
accd,Low,2007/11,31,11.6667
accd,man who sold the world,2007/11,22,13.2308
accd,Outside,2007/11,40,24.88
accd,Reality,2007/11,10,9.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/11,28,15.9
accd,Scary monsters,2007/11,22,10.8182
accd,Sound vision,2007/11,25,10.6842
accd,Space oddity,2007/11,42,10.5926
accd,Stage,2007/11,20,9.1333
accd,Station to station,2007/11,35,14.8421
accd,Tonight,2007/11,24,7
accd,Young Americans,2007/11,27,15.4444
accd,Aladdin sane,2007/12,12,7
accd,Best of Bowie,2007/12,39,16.5714
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2007/12,25,8.6667
accd,ChangesBowie,2007/12,14,17.8
accd,David live,2007/12,18,15.7273
accd,Diamond dogs,2007/12,39,8.3077
accd,Earthling,2007/12,13,6.625
accd,Heathen,2007/12,14,13.3333
accd,Heroes,2007/12,19,16.0909
accd,Hunky dory,2007/12,50,12.1765
accd,Lets dance,2007/12,29,13.5263
accd,Lodger,2007/12,24,13.6471
accd,Low,2007/12,46,13.7333
accd,man who sold the world,2007/12,31,20.8889
accd,Outside,2007/12,21,13.1667
accd,Reality,2007/12,9,19.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2007/12,36,15.8333
accd,Scary monsters,2007/12,35,8.3333
accd,Sound vision,2007/12,33,20.3913
accd,Space oddity,2007/12,24,14.8571
accd,Stage,2007/12,11,19.8333
accd,Station to station,2007/12,46,13.3182
accd,Tonight,2007/12,28,18.6875
accd,Young Americans,2007/12,26,11.8824
accd,Aladdin sane,2008/01,20,19.6429
accd,Best of Bowie,2008/01,36,12.6087
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/01,40,16.375
accd,ChangesBowie,2008/01,19,20.7692
accd,David live,2008/01,20,12.6364
accd,Diamond dogs,2008/01,20,4.5833
accd,Earthling,2008/01,10,22.8
accd,Heathen,2008/01,9,17.3333
accd,Heroes,2008/01,21,9.8462
accd,Hunky dory,2008/01,41,12.04
accd,Lets dance,2008/01,31,8.9524
accd,Lodger,2008/01,22,7.5714
accd,Low,2008/01,26,11.0714
accd,man who sold the world,2008/01,29,20.4706
accd,Outside,2008/01,29,17.1333
accd,Reality,2008/01,12,38.2
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/01,41,15.32
accd,Scary monsters,2008/01,25,15.5385
accd,Sound vision,2008/01,24,12.8667
accd,Space oddity,2008/01,47,17.6129
accd,Stage,2008/01,15,69.1111
accd,Station to station,2008/01,32,16.6667
accd,Tonight,2008/01,14,15.5714
accd,Young Americans,2008/01,29,12
accd,Aladdin sane,2008/02,31,12.6364
accd,Best of Bowie,2008/02,42,14.7037
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/02,29,11.1579
accd,ChangesBowie,2008/02,4,12
accd,David live,2008/02,21,8.8333
accd,Diamond dogs,2008/02,15,13.2222
accd,Earthling,2008/02,10,5.1667
accd,Heathen,2008/02,11,11
accd,Heroes,2008/02,26,17.4118
accd,Hunky dory,2008/02,41,16.75
accd,Lets dance,2008/02,47,12.2813
accd,Lodger,2008/02,12,23.375
accd,Low,2008/02,49,16.0588
accd,man who sold the world,2008/02,28,9.1875
accd,Outside,2008/02,25,7.9286
accd,Reality,2008/02,8,9.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/02,29,17.9
accd,Scary monsters,2008/02,33,10.1579
accd,Sound vision,2008/02,24,21.6
accd,Space oddity,2008/02,27,12.75
accd,Stage,2008/02,13,14.4444
accd,Station to station,2008/02,34,19.9412
accd,Tonight,2008/02,24,14.1429
accd,Young Americans,2008/02,22,12.6154
accd,Aladdin sane,2008/03,24,9.1333
accd,Best of Bowie,2008/03,17,15
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/03,25,19.625
accd,ChangesBowie,2008/03,19,18.6429
accd,David live,2008/03,26,13.2667
accd,Diamond dogs,2008/03,24,6.8667
accd,Earthling,2008/03,5,9.5
accd,Heathen,2008/03,18,14.8182
accd,Heroes,2008/03,14,14.7778
accd,Hunky dory,2008/03,56,11.75
accd,Lets dance,2008/03,19,6.5455
accd,Lodger,2008/03,27,9.0588
accd,Low,2008/03,30,13
accd,man who sold the world,2008/03,45,13.1667
accd,Outside,2008/03,24,14.0909
accd,Reality,2008/03,9,20.1429
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/03,37,9.381
accd,Scary monsters,2008/03,44,13.3846
accd,Sound vision,2008/03,32,13.7619
accd,Space oddity,2008/03,32,19.4706
accd,Stage,2008/03,16,6.6364
accd,Station to station,2008/03,41,13.5
accd,Tonight,2008/03,35,8.7273
accd,Young Americans,2008/03,34,11.2273
accd,Aladdin sane,2008/04,29,24.5
accd,Best of Bowie,2008/04,38,13.8966
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/04,30,15.1053
accd,ChangesBowie,2008/04,15,12.5455
accd,David live,2008/04,16,26
accd,Diamond dogs,2008/04,21,18.1333
accd,Earthling,2008/04,4,18.25
accd,Heathen,2008/04,11,15.2857
accd,Heroes,2008/04,38,18.0385
accd,Hunky dory,2008/04,40,14.7778
accd,Lets dance,2008/04,34,12.6957
accd,Lodger,2008/04,20,10.1429
accd,Low,2008/04,50,11.9714
accd,man who sold the world,2008/04,29,18.25
accd,Outside,2008/04,21,29.5
accd,Reality,2008/04,10,16.1429
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/04,36,14.0417
accd,Scary monsters,2008/04,19,23.5833
accd,Sound vision,2008/04,20,15.9286
accd,Space oddity,2008/04,22,23.5714
accd,Stage,2008/04,6,21.5
accd,Station to station,2008/04,33,16.0526
accd,Tonight,2008/04,22,13.8667
accd,Young Americans,2008/04,31,10.8636
accd,Aladdin sane,2008/05,40,14
accd,Best of Bowie,2008/05,40,17.25
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/05,39,44.9615
accd,ChangesBowie,2008/05,21,9.2667
accd,David live,2008/05,11,26.75
accd,Diamond dogs,2008/05,21,13.8
accd,Earthling,2008/05,3,56
accd,Heathen,2008/05,19,18.25
accd,Heroes,2008/05,32,19.0909
accd,Hunky dory,2008/05,42,14.3846
accd,Lets dance,2008/05,38,10.5
accd,Lodger,2008/05,17,19.1818
accd,Low,2008/05,54,11.8611
accd,man who sold the world,2008/05,31,13.3333
accd,Outside,2008/05,18,16.4545
accd,Reality,2008/05,11,21.2857
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/05,56,10.0263
accd,Scary monsters,2008/05,36,11.875
accd,Sound vision,2008/05,30,17.05
accd,Space oddity,2008/05,30,16.05
accd,Stage,2008/05,10,13.8333
accd,Station to station,2008/05,45,18.7857
accd,Tonight,2008/05,29,25.5
accd,Young Americans,2008/05,27,10.1667
accd,Aladdin sane,2008/06,36,12.913
accd,Best of Bowie,2008/06,41,11.7857
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/06,29,17.3
accd,ChangesBowie,2008/06,12,8.125
accd,David live,2008/06,13,18.8889
accd,Diamond dogs,2008/06,42,18.7813
accd,Heathen,2008/06,24,14.0588
accd,Heroes,2008/06,47,10.3548
accd,Hunky dory,2008/06,41,18.8929
accd,Lets dance,2008/06,30,13.5238
accd,Lodger,2008/06,22,8.5333
accd,Low,2008/06,36,16.52
accd,man who sold the world,2008/06,46,15.3226
accd,Outside,2008/06,20,15.9167
accd,Reality,2008/06,13,20.5556
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/06,40,24
accd,Scary monsters,2008/06,31,15.55
accd,Sound vision,2008/06,19,12.7143
accd,Space oddity,2008/06,27,19.2941
accd,Stage,2008/06,4,23.6667
accd,Station to station,2008/06,46,21.3448
accd,Tonight,2008/06,18,18.8333
accd,Young Americans,2008/06,36,12.56
accd,Aladdin sane,2008/07,54,9.3714
accd,Best of Bowie,2008/07,41,9.5556
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/07,36,11.4545
accd,ChangesBowie,2008/07,20,12.5
accd,David live,2008/07,16,9.3636
accd,Diamond dogs,2008/07,27,15.3529
accd,Earthling,2008/07,5,14.5
accd,Heathen,2008/07,18,16.0909
accd,Heroes,2008/07,46,13.4194
accd,Hunky dory,2008/07,52,9.4412
accd,Lets dance,2008/07,26,12
accd,Lodger,2008/07,21,14.7143
accd,Low,2008/07,38,11.4615
accd,man who sold the world,2008/07,43,11.4483
accd,Outside,2008/07,34,8.7368
accd,Reality,2008/07,7,18.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/07,30,10.65
accd,Scary monsters,2008/07,42,15.3704
accd,Sound vision,2008/07,31,13.7391
accd,Space oddity,2008/07,48,12.1429
accd,Stage,2008/07,51,18.7429
accd,Station to station,2008/07,45,19.0769
accd,Tonight,2008/07,21,14.0769
accd,Young Americans,2008/07,29,10.3
accd,Aladdin sane,2008/08,51,11.0303
accd,Best of Bowie,2008/08,52,16.4865
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/08,35,18.6364
accd,ChangesBowie,2008/08,18,11.25
accd,David live,2008/08,16,15.625
accd,Diamond dogs,2008/08,37,11.5769
accd,Earthling,2008/08,7,23
accd,Heathen,2008/08,19,21.8182
accd,Heroes,2008/08,45,11.5172
accd,Hunky dory,2008/08,41,11.125
accd,Lets dance,2008/08,36,13
accd,Lodger,2008/08,19,11.5385
accd,Low,2008/08,48,9.1515
accd,man who sold the world,2008/08,40,15.2083
accd,Outside,2008/08,12,12.4
accd,Reality,2008/08,18,14.3077
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/08,39,11.5556
accd,Scary monsters,2008/08,25,10.5714
accd,Sound vision,2008/08,24,13.875
accd,Space oddity,2008/08,40,9.9259
accd,Stage,2008/08,38,10
accd,Station to station,2008/08,37,10.5294
accd,Tonight,2008/08,28,13.7333
accd,Young Americans,2008/08,26,13.9474
accd,Aladdin sane,2008/09,35,16.25
accd,Best of Bowie,2008/09,37,11.44
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/09,26,14.1875
accd,ChangesBowie,2008/09,11,12.4286
accd,David live,2008/09,12,14.6667
accd,Diamond dogs,2008/09,35,15.1667
accd,Heathen,2008/09,9,28.6
accd,Heroes,2008/09,47,15.3438
accd,Hunky dory,2008/09,49,16.3636
accd,Lets dance,2008/09,28,14.6316
accd,Lodger,2008/09,31,13.6087
accd,Low,2008/09,37,15
accd,man who sold the world,2008/09,27,11.4667
accd,Outside,2008/09,17,14.5556
accd,Reality,2008/09,15,26.7273
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/09,27,19
accd,Scary monsters,2008/09,29,16.0625
accd,Sound vision,2008/09,32,20.5833
accd,Space oddity,2008/09,46,15.5625
accd,Stage,2008/09,34,19.2609
accd,Station to station,2008/09,40,18.7143
accd,Tonight,2008/09,18,23.3636
accd,Young Americans,2008/09,30,12.25
accd,Aladdin sane,2008/10,32,10.2222
accd,Best of Bowie,2008/10,35,16.44
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/10,25,23.5294
accd,ChangesBowie,2008/10,12,14.2222
accd,David live,2008/10,11,20.8571
accd,Diamond dogs,2008/10,32,11.0455
accd,Earthling,2008/10,5,20
accd,Heathen,2008/10,12,14.5
accd,Heroes,2008/10,34,22
accd,Hunky dory,2008/10,47,16.8966
accd,Lets dance,2008/10,24,16.8125
accd,Lodger,2008/10,22,10
accd,Low,2008/10,26,13
accd,man who sold the world,2008/10,31,14.2632
accd,Outside,2008/10,40,11.1667
accd,Reality,2008/10,18,7.6154
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/10,25,16.6875
accd,Scary monsters,2008/10,35,10.6522
accd,Sound vision,2008/10,24,12.8125
accd,Space oddity,2008/10,32,11.1364
accd,Stage,2008/10,43,13.75
accd,Station to station,2008/10,41,10.7083
accd,Tonight,2008/10,21,11
accd,Young Americans,2008/10,27,14.7778
accd,Aladdin sane,2008/11,34,13.913
accd,Best of Bowie,2008/11,35,17.8846
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/11,19,16.4286
accd,ChangesBowie,2008/11,29,15.8571
accd,David live,2008/11,14,14.5556
accd,Diamond dogs,2008/11,33,11.25
accd,Earthling,2008/11,3,23.6667
accd,Heathen,2008/11,13,10.75
accd,Heroes,2008/11,29,9.9
accd,Hunky dory,2008/11,33,9.3182
accd,Lets dance,2008/11,32,9.2083
accd,Live Santa Monica 72,2008/11,78,14.6471
accd,Lodger,2008/11,26,12.0526
accd,Low,2008/11,23,8.0667
accd,man who sold the world,2008/11,24,9.6429
accd,Outside,2008/11,24,13.4118
accd,Reality,2008/11,12,9
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/11,54,16.05
accd,Scary monsters,2008/11,26,15.3684
accd,Sound vision,2008/11,23,25.125
accd,Space oddity,2008/11,36,9.5
accd,Stage,2008/11,30,14.6
accd,Station to station,2008/11,49,17.4167
accd,Tonight,2008/11,18,22.4167
accd,Young Americans,2008/11,20,16.6
accd,Aladdin sane,2008/12,40,10.16
accd,Best of Bowie,2008/12,45,13.1429
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2008/12,30,17.5789
accd,ChangesBowie,2008/12,25,11
accd,David live,2008/12,15,22.5
accd,Diamond dogs,2008/12,41,22.3
accd,Earthling,2008/12,4,15.6667
accd,Heathen,2008/12,18,13.5
accd,Heroes,2008/12,51,9.7813
accd,Hunky dory,2008/12,60,10.6579
accd,Lets dance,2008/12,34,14.9167
accd,Live Santa Monica 72,2008/12,82,16.4615
accd,Lodger,2008/12,24,10.4375
accd,Low,2008/12,34,16.625
accd,man who sold the world,2008/12,27,16
accd,Outside,2008/12,26,13.5
accd,Reality,2008/12,15,18.1818
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2008/12,46,19.6176
accd,Scary monsters,2008/12,34,13.5909
accd,Sound vision,2008/12,26,10.6667
accd,Space oddity,2008/12,51,9.0606
accd,Stage,2008/12,34,13.6667
accd,Station to station,2008/12,45,14.8889
accd,Tonight,2008/12,23,14.1333
accd,Young Americans,2008/12,18,9.8333
accd,Aladdin sane,2009/01,48,11.5484
accd,Best of Bowie,2009/01,54,22.7632
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2009/01,31,11.0952
accd,ChangesBowie,2009/01,47,16.7586
accd,David live,2009/01,17,7.6667
accd,Diamond dogs,2009/01,33,10.6522
accd,Earthling,2009/01,5,59.75
accd,Heathen,2009/01,20,13.3571
accd,Heroes,2009/01,55,11.5526
accd,Hunky dory,2009/01,48,11.75
accd,Lets dance,2009/01,35,13.56
accd,Live Santa Monica 72,2009/01,79,15.6731
accd,Lodger,2009/01,31,9.9048
accd,Low,2009/01,31,10.9091
accd,man who sold the world,2009/01,46,13.2903
accd,Outside,2009/01,31,10.8947
accd,Reality,2009/01,24,13.5556
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2009/01,79,13.6071
accd,Scary monsters,2009/01,40,11.0385
accd,Sound vision,2009/01,28,15.1053
accd,Space oddity,2009/01,51,10.4
accd,Stage,2009/01,42,14.4
accd,Station to station,2009/01,60,17.0811
accd,Tonight,2009/01,24,7.6923
accd,Young Americans,2009/01,19,13.8333
accd,Aladdin sane,2009/02,43,12.037
accd,Best of Bowie,2009/02,41,16
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2009/02,35,14.1364
accd,ChangesBowie,2009/02,24,14.7692
accd,David live,2009/02,13,15.3333
accd,Diamond dogs,2009/02,30,12.25
accd,Heathen,2009/02,14,19.1
accd,Heroes,2009/02,37,12.2917
accd,Hunky dory,2009/02,42,11.6667
accd,Lets dance,2009/02,28,15.3
accd,Live Santa Monica 72,2009/02,80,13.2653
accd,Lodger,2009/02,17,15.5833
accd,Low,2009/02,26,17.7647
accd,man who sold the world,2009/02,36,11.6522
accd,Outside,2009/02,17,23.8889
accd,Reality,2009/02,6,24.25
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2009/02,57,11.7838
accd,Scary monsters,2009/02,27,14.3333
accd,Sound vision,2009/02,35,14.2
accd,Space oddity,2009/02,43,9
accd,Stage,2009/02,28,13.3125
accd,Station to station,2009/02,35,15.0952
accd,Tonight,2009/02,28,25.1176
accd,Young Americans,2009/02,16,18
accd,Aladdin sane,2009/03,42,11.44
accd,Best of Bowie,2009/03,57,12.7027
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2009/03,29,16.5
accd,ChangesBowie,2009/03,32,12.5
accd,David live,2009/03,14,13.5
accd,Diamond dogs,2009/03,40,9.84
accd,Earthling,2009/03,2,12
accd,Heathen,2009/03,10,5.5
accd,Heroes,2009/03,25,14.4615
accd,Hunky dory,2009/03,49,12.875
accd,Lets dance,2009/03,28,9.9412
accd,Live Santa Monica 72,2009/03,60,16.7273
accd,Lodger,2009/03,20,6.7692
accd,Low,2009/03,22,10.3846
accd,man who sold the world,2009/03,39,9.2083
accd,Outside,2009/03,18,18.5455
accd,Reality,2009/03,17,7.1538
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2009/03,60,16.775
accd,Scary monsters,2009/03,24,10.0667
accd,Sound vision,2009/03,32,21.0833
accd,Space oddity,2009/03,45,11.2857
accd,Stage,2009/03,37,26.2
accd,Station to station,2009/03,40,13.3333
accd,Tonight,2009/03,19,15.6
accd,Young Americans,2009/03,10,15.2857
accd,Aladdin sane,2009/04,42,12.0385
accd,Best of Bowie,2009/04,48,17.0909
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,2009/04,15,4.375
accd,ChangesBowie,2009/04,38,8.2174
accd,David live,2009/04,4,19
accd,Diamond dogs,2009/04,44,8.3571
accd,Earthling,2009/04,3,11
accd,Heathen,2009/04,22,11.2
accd,Heroes,2009/04,42,10.7667
accd,Hunky dory,2009/04,46,12.1333
accd,Lets dance,2009/04,26,15.2632
accd,Live Santa Monica 72,2009/04,46,25.2143
accd,Lodger,2009/04,23,11.375
accd,Low,2009/04,24,8.375
accd,man who sold the world,2009/04,31,10.85
accd,Outside,2009/04,26,10.75
accd,Pinups,2009/04,38,9.1538
accd,Reality,2009/04,21,6.3846
accd,rise and fall of Ziggy Stardust and the spiders from Mars,2009/04,67,9.4318
accd,Scary monsters,2009/04,33,12.3182
accd,Sound vision,2009/04,10,11.5
accd,Space oddity,2009/04,34,7.7895
accd,Stage,2009/04,39,13.95
accd,Station to station,2009/04,52,22.6857
accd,Tonight,2009/04,23,9.1429
accd,Young Americans,2009/04,29,14.381
accd,Aladdin sane,2009/05,40,12.875
