itemType,title,barcode,date,checkoutTimes,itemDuration
accd,Tonight,10058574244,2011/08,5,13.6
accd,VH1 storytellers,10069177490,2011/08,7,12.8571
accd,Young Americans,10055276231,2011/08,10,11.7
accd,Aladdin sane,10060766143,2011/09,5,12
accd,Best of Bowie,10063185226,2011/09,9,10.6667
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2011/09,6,20.3333
accd,ChangesBowie,10064494627,2011/09,2,20.5
accd,David live,10068993335,2011/09,2,11.5
accd,Diamond dogs,10061302856,2011/09,3,16
accd,Earthling,10067893262,2011/09,2,5.5
accd,Heroes,10055426398,2011/09,2,8
accd,Hunky dory,10056557514,2011/09,6,11.1667
accd,Lets dance,10058570812,2011/09,9,5.5556
accd,Live Santa Monica 72,10063849250,2011/09,9,12.8889
accd,Lodger,10040931734,2011/09,4,6.25
accd,Low,10067518125,2011/09,6,5.3333
accd,man who sold the world,10044913456,2011/09,1,19
accd,Outside,10068313302,2011/09,2,12
accd,Pinups,10066735266,2011/09,5,17.4
accd,reality tour,10070386163,2011/09,6,15.1667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138723,2011/09,6,15.1667
accd,Scary monsters,10044912920,2011/09,1,4
accd,Sound vision,10070686083,2011/09,3,7.3333
accd,Space oddity,10055308257,2011/09,5,12.6
accd,Stage,10061748488,2011/09,4,12.25
accd,Station to station,10046459235,2011/09,3,3.3333
accd,Tonight,10058574285,2011/09,1,3
accd,Young Americans,10055276231,2011/09,6,16
accd,Aladdin sane,10060766135,2011/10,4,23.5
accd,Best of Bowie,10063185192,2011/10,13,12.0769
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10055553332,2011/10,3,12.3333
accd,ChangesBowie,10064494627,2011/10,4,7
accd,David live,10068993350,2011/10,4,7.5
accd,Diamond dogs,10061302880,2011/10,3,17.3333
accd,Earthling,10067893288,2011/10,2,5.5
accd,Heroes,10037787339,2011/10,6,15.1667
accd,Hunky dory,10056557514,2011/10,4,13.75
accd,Lets dance,10068122844,2011/10,8,7.625
accd,Live Santa Monica 72,10063849367,2011/10,11,6.8182
accd,Lodger,10040912056,2011/10,2,14
accd,Low,10067518141,2011/10,6,10.6667
accd,man who sold the world,10044913498,2011/10,3,13
accd,Outside,10068313286,2011/10,6,7.6667
accd,Pinups,10066735290,2011/10,4,12.25
accd,reality tour,10070386189,2011/10,3,16
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10064585580,2011/10,8,9.625
accd,Scary monsters,10045114260,2011/10,5,17.6
accd,Sound vision,10070686083,2011/10,3,11.6667
accd,Space oddity,10039936306,2011/10,6,5
accd,Stage,10061714126,2011/10,2,11.5
accd,Station to station,10038370655,2011/10,2,20.5
accd,Tonight,10058574244,2011/10,3,5.6667
accd,VH1 storytellers,10069177524,2011/10,4,6
accd,Young Americans,10066645762,2011/10,6,9.3333
accd,Aladdin sane,10060961777,2011/11,5,4
accd,Best of Bowie,10064541740,2011/11,14,10.3571
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842659,2011/11,4,20.75
accd,ChangesBowie,10064494627,2011/11,4,19
accd,David live,10068993343,2011/11,3,23.6667
accd,Diamond dogs,10061302856,2011/11,2,4
accd,Earthling,10067893270,2011/11,2,3.5
accd,Heroes,10060653200,2011/11,8,11.5
accd,Hunky dory,10040890468,2011/11,5,13
accd,Lets dance,10068122836,2011/11,10,7.2
accd,Live Santa Monica 72,10063849284,2011/11,7,9.4286
accd,Lodger,10040931734,2011/11,4,4
accd,Low,10067518117,2011/11,9,9.5556
accd,man who sold the world,10066951574,2011/11,9,8.8889
accd,Outside,10055540487,2011/11,6,6.1667
accd,Pinups,10066735274,2011/11,6,2.8333
accd,reality tour,10070386221,2011/11,3,27.3333
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10064585572,2011/11,6,4.5
accd,Scary monsters,10044912920,2011/11,3,9
accd,Sound vision,10070686083,2011/11,1,0
accd,Space oddity,10039936306,2011/11,5,16
accd,Stage,10061714126,2011/11,4,4.5
accd,Station to station,10046459508,2011/11,2,7
accd,Tonight,10058574293,2011/11,5,9
accd,VH1 storytellers,10069177490,2011/11,5,10.6
accd,Young Americans,10053303284,2011/11,6,4
accd,Aladdin sane,10060766127,2011/12,5,9.8
accd,Best of Bowie,10063185200,2011/12,7,6.8571
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10055553332,2011/12,6,22.3333
accd,ChangesBowie,10064494627,2011/12,2,10
accd,David live,10068993350,2011/12,1,29
accd,Diamond dogs,10061302880,2011/12,3,9.6667
accd,Earthling,10067893270,2011/12,3,10
accd,Heroes,10060653226,2011/12,8,12.75
accd,Hunky dory,10056557548,2011/12,4,13
accd,Lets dance,10058570812,2011/12,5,10.4
accd,Live Santa Monica 72,10063849284,2011/12,10,17.2
accd,Lodger,10040931734,2011/12,3,2.6667
accd,Low,10067518133,2011/12,8,13.375
accd,man who sold the world,10044913498,2011/12,8,6.25
accd,Outside,10068313286,2011/12,2,14
accd,Pinups,10066735274,2011/12,5,12
accd,reality tour,10070386221,2011/12,3,11
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10064585572,2011/12,9,11
accd,Scary monsters,10044912912,2011/12,2,26
accd,Sound vision,10069643749,2011/12,1,31
accd,Space oddity,10039936306,2011/12,3,14.6667
accd,Stage,10061714100,2011/12,3,10.3333
accd,Station to station,10046459482,2011/12,4,12.25
accd,Tonight,10058574244,2011/12,2,17
accd,VH1 storytellers,10069177524,2011/12,7,5
accd,Young Americans,10066645762,2011/12,4,12.25
accd,Aladdin sane,10060961793,2012/01,9,6.7778
accd,Best of Bowie,10063185200,2012/01,15,11
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842709,2012/01,4,20
accd,ChangesBowie,10064494619,2012/01,5,7.2
accd,David live,10068993335,2012/01,3,7.3333
accd,Diamond dogs,10061302856,2012/01,2,4.5
accd,Earthling,10067893288,2012/01,2,9.5
accd,Heroes,10060653218,2012/01,8,6.25
accd,Hunky dory,10055127137,2012/01,2,5
accd,Lets dance,10058570788,2012/01,9,15.8889
accd,Live Santa Monica 72,10063849334,2012/01,6,14.5
accd,Lodger,10040931734,2012/01,2,7
accd,Low,10067518117,2012/01,2,4.5
accd,man who sold the world,10066951574,2012/01,6,12.8333
accd,Outside,10068313286,2012/01,2,8.5
accd,Pinups,10066735266,2012/01,4,21.25
accd,reality tour,10070386221,2012/01,3,6.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320153,2012/01,12,3.5
accd,Scary monsters,10045114260,2012/01,2,2
accd,Space oddity,10039936306,2012/01,5,12.6
accd,Stage,10053755392,2012/01,1,64
accd,Station to station,10046459508,2012/01,3,9.3333
accd,Tonight,10058574293,2012/01,1,6
accd,VH1 storytellers,10069177508,2012/01,6,5.1667
accd,Young Americans,10066645762,2012/01,5,14.8
accd,Aladdin sane,10060961777,2012/02,3,7.3333
accd,Best of Bowie,10045062600,2012/02,11,10.0909
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842709,2012/02,4,6.75
accd,ChangesBowie,10064494601,2012/02,3,5
accd,David live,10068993335,2012/02,2,3.5
accd,Diamond dogs,10061302880,2012/02,4,7
accd,Earthling,10067893288,2012/02,3,9
accd,Heroes,10060653192,2012/02,8,11
accd,Hunky dory,10040890468,2012/02,3,8.6667
accd,Lets dance,10058570770,2012/02,5,9.6
accd,Live Santa Monica 72,10063849284,2012/02,13,8.6923
accd,Lodger,10040931734,2012/02,3,5.3333
accd,Low,10067518117,2012/02,6,7.6667
accd,man who sold the world,10044913498,2012/02,6,12.3333
accd,Outside,10068313294,2012/02,4,12.5
accd,Pinups,10066735282,2012/02,4,12.75
accd,reality tour,10070386189,2012/02,3,9.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320138,2012/02,7,8
accd,Scary monsters,10044912920,2012/02,2,17
accd,Space oddity,10039936306,2012/02,4,3
accd,Stage,10061748454,2012/02,3,7.6667
accd,Station to station,10038370655,2012/02,3,7
accd,Tonight,10058574293,2012/02,2,7.5
accd,VH1 storytellers,10069177524,2012/02,5,11
accd,Young Americans,10055276231,2012/02,8,7.75
accd,Aladdin sane,10060961793,2012/03,5,6.8
accd,Best of Bowie,10064541724,2012/03,15,9.9333
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/03,3,8.3333
accd,ChangesBowie,10064494627,2012/03,5,11.6
accd,David live,10068993350,2012/03,2,111
accd,Diamond dogs,10043938744,2012/03,4,11.5
accd,Earthling,10067893304,2012/03,4,6.25
accd,Heroes,10060653218,2012/03,10,9.6
accd,Hunky dory,10056557514,2012/03,9,11.6667
accd,Lets dance,10058570770,2012/03,10,14
accd,Live Santa Monica 72,10063849227,2012/03,10,12.1
accd,Lodger,10040931734,2012/03,3,5.3333
accd,Low,10053692371,2012/03,10,10.6
accd,man who sold the world,10066951590,2012/03,9,11.7778
accd,Outside,10068313286,2012/03,5,8
accd,Pinups,10066735290,2012/03,4,10.5
accd,reality tour,10070386221,2012/03,9,13.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138665,2012/03,6,6.8333
accd,Scary monsters,10067294958,2012/03,9,6.2222
accd,Space oddity,10055308257,2012/03,6,10.1667
accd,Stage,10061714126,2012/03,5,13.4
accd,Station to station,10046459482,2012/03,2,11
accd,Tonight,10058574293,2012/03,4,6.25
accd,VH1 storytellers,10069177516,2012/03,4,5.25
accd,Young Americans,10053303284,2012/03,8,17.875
accd,Aladdin sane,10060961777,2012/04,10,9.9
accd,Best of Bowie,10063185218,2012/04,14,12.5
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842667,2012/04,5,11
accd,ChangesBowie,10064494627,2012/04,3,5.3333
accd,David live,10068993350,2012/04,1,18
accd,Diamond dogs,10061302856,2012/04,4,9
accd,Earthling,10067893288,2012/04,3,4.3333
accd,Heroes,10060653218,2012/04,7,8.4286
accd,Hunky dory,10066869693,2012/04,8,11.75
accd,Lets dance,10068122828,2012/04,7,9.4286
accd,Live Santa Monica 72,10063849342,2012/04,13,10.4615
accd,Lodger,10040912056,2012/04,3,11.6667
accd,Low,10067518133,2012/04,3,12.6667
accd,man who sold the world,10044913498,2012/04,10,6.7
accd,Outside,10068313278,2012/04,7,8.1429
accd,Pinups,10066735241,2012/04,5,5.2
accd,reality tour,10070386221,2012/04,4,30.75
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320153,2012/04,7,11
accd,Scary monsters,10067294958,2012/04,5,7.6
accd,Space oddity,10039936330,2012/04,5,11.6
accd,Stage,10061748454,2012/04,4,7.75
accd,Station to station,10046459508,2012/04,7,12.8571
accd,Tonight,10058574293,2012/04,2,10.5
accd,VH1 storytellers,10069177516,2012/04,6,12.8333
accd,Young Americans,10066645739,2012/04,3,11.6667
accd,Aladdin sane,10060766127,2012/05,6,9.5
accd,Best of Bowie,10063185226,2012/05,10,12.2
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/05,6,9
accd,ChangesBowie,10064494601,2012/05,5,7.6
accd,Diamond dogs,10061302856,2012/05,3,12.3333
accd,Earthling,10067893270,2012/05,4,4.25
accd,Heroes,10055426398,2012/05,11,6.3636
accd,Hunky dory,10066869719,2012/05,10,10.9
accd,Lets dance,10068122810,2012/05,9,13.5556
accd,Live Santa Monica 72,10063849342,2012/05,7,6.5714
accd,Lodger,10040912056,2012/05,2,6.5
accd,Low,10067518125,2012/05,8,7.75
accd,man who sold the world,10044913456,2012/05,13,5.3077
accd,Outside,10068313278,2012/05,4,7
accd,Pinups,10066735241,2012/05,3,11.3333
accd,reality tour,10070386189,2012/05,1,23
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138723,2012/05,10,8.6
accd,Scary monsters,10044912912,2012/05,6,11.6667
accd,Space oddity,10039936280,2012/05,7,5.5714
accd,Stage,10061714118,2012/05,2,10
accd,Station to station,10038370655,2012/05,7,12.1429
accd,Tonight,10058574293,2012/05,2,1
accd,VH1 storytellers,10069177516,2012/05,1,6
accd,Young Americans,10055276231,2012/05,9,6.2222
accd,Aladdin sane,10060766135,2012/06,8,5.125
accd,Best of Bowie,10063185218,2012/06,7,8.8571
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/06,3,15.6667
accd,ChangesBowie,10064494601,2012/06,3,7
accd,David live,10068993350,2012/06,1,1
accd,Diamond dogs,10061302880,2012/06,5,6.2
accd,Earthling,10067893304,2012/06,2,1
accd,Heroes,10055426398,2012/06,10,4.8
accd,Hunky dory,10056557514,2012/06,13,6.6154
accd,Lets dance,10058570812,2012/06,4,14.25
accd,Live Santa Monica 72,10063849367,2012/06,4,13.75
accd,Lodger,10040931734,2012/06,1,0
accd,Low,10067518133,2012/06,10,9.1
accd,man who sold the world,10066951574,2012/06,9,6.2222
accd,Outside,10068313294,2012/06,3,15.3333
accd,Pinups,10066735241,2012/06,5,11.4
accd,reality tour,10070386189,2012/06,2,19.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320138,2012/06,9,5.6667
accd,Scary monsters,10067294933,2012/06,6,10.5
accd,Space oddity,10055308257,2012/06,7,6.5714
accd,Stage,10061748462,2012/06,3,17.3333
accd,Station to station,10038370655,2012/06,11,8.8182
accd,Tonight,10058574293,2012/06,5,4.8
accd,VH1 storytellers,10069177482,2012/06,4,4.75
accd,Young Americans,10053303284,2012/06,3,19
accd,Aladdin sane,10060961777,2012/07,7,5.4286
accd,Best of Bowie,10063185192,2012/07,13,14.0769
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/07,3,36.3333
accd,ChangesBowie,10064494627,2012/07,4,30.75
accd,Diamond dogs,10043938744,2012/07,4,12.5
accd,Earthling,10067893304,2012/07,2,13
accd,Heroes,10060653226,2012/07,7,10.1429
accd,Hunky dory,10066869685,2012/07,7,15
accd,Lets dance,10068122828,2012/07,11,6.9091
accd,Live Santa Monica 72,10063849359,2012/07,3,22.3333
accd,Lodger,10040931734,2012/07,5,11.2
accd,Low,10053692371,2012/07,8,7.25
accd,man who sold the world,10066951590,2012/07,9,5.7778
accd,Outside,10068313302,2012/07,2,20
accd,Pinups,10066735290,2012/07,6,8.8333
accd,reality tour,10070386163,2012/07,4,6.75
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138665,2012/07,10,10.1
accd,Scary monsters,10067294958,2012/07,7,8.2857
accd,Space oddity,10039936280,2012/07,7,7.8571
accd,Stage,10053755392,2012/07,4,13
accd,Station to station,10066867366,2012/07,11,5.9091
accd,Tonight,10058574244,2012/07,4,6.5
accd,VH1 storytellers,10069177490,2012/07,2,3
accd,Young Americans,10066645754,2012/07,5,6.2
accd,Aladdin sane,10060766143,2012/08,5,12
accd,Best of Bowie,10064541716,2012/08,11,10.8182
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842683,2012/08,3,10.6667
accd,Diamond dogs,10043938744,2012/08,4,20.75
accd,Earthling,10067893270,2012/08,2,72
accd,Heroes,10060653192,2012/08,6,15
accd,Hunky dory,10056557548,2012/08,9,13.2222
accd,Lets dance,10068122844,2012/08,6,16.6667
accd,Live Santa Monica 72,10063849367,2012/08,7,16
accd,Lodger,10067086933,2012/08,4,10
accd,Low,10067518133,2012/08,7,6.7143
accd,man who sold the world,10066951608,2012/08,6,9.3333
accd,Outside,10055540487,2012/08,6,14.5
accd,Pinups,10066735290,2012/08,6,12.5
accd,reality tour,10070386163,2012/08,4,9.5
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138723,2012/08,4,10.75
accd,Scary monsters,10044912912,2012/08,9,18
accd,Space oddity,10039936306,2012/08,4,13.25
accd,Stage,10053755392,2012/08,4,7.75
accd,Station to station,10066867333,2012/08,7,13.8571
accd,Tonight,10058574285,2012/08,2,33
accd,VH1 storytellers,10069177524,2012/08,1,28
accd,Young Americans,10066645739,2012/08,2,28
accd,Aladdin sane,10060766150,2012/09,6,7.3333
accd,Best of Bowie,10063185192,2012/09,8,17.25
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/09,2,1.5
accd,ChangesBowie,10064494601,2012/09,2,4
accd,David live,10068993350,2012/09,2,4.5
accd,Diamond dogs,10061302856,2012/09,1,3
accd,Earthling,10067893304,2012/09,4,5.25
accd,Heroes,10060653226,2012/09,5,11.6
accd,Hunky dory,10066869719,2012/09,11,9.5455
accd,Lets dance,10068122844,2012/09,5,7.2
accd,Live Santa Monica 72,10063849359,2012/09,7,20.5714
accd,Lodger,10067086941,2012/09,4,5
accd,Low,10067518125,2012/09,8,9.625
accd,man who sold the world,10066951608,2012/09,8,7.5
accd,Outside,10068313302,2012/09,3,19.3333
accd,Pinups,10066735266,2012/09,3,8.6667
accd,reality tour,10070386163,2012/09,2,21
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138723,2012/09,6,7.3333
accd,Scary monsters,10067294933,2012/09,7,9.1429
accd,Space oddity,10039936280,2012/09,5,4
accd,Stage,10061714126,2012/09,3,25
accd,Station to station,10066867341,2012/09,8,23.5
accd,Tonight,10058574293,2012/09,4,9
accd,VH1 storytellers,10069177508,2012/09,3,8
accd,Young Americans,10055276231,2012/09,4,6.75
accd,Aladdin sane,10060766127,2012/10,2,5.5
accd,Best of Bowie,10064541716,2012/10,10,10.4
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/10,4,5
accd,ChangesBowie,10064494601,2012/10,2,9.5
accd,David live,10068993335,2012/10,2,5.5
accd,Diamond dogs,10061302880,2012/10,4,10.5
accd,Earthling,10067893270,2012/10,2,18
accd,Heroes,10060653192,2012/10,5,20.2
accd,Hunky dory,10040890468,2012/10,5,20.4
accd,Lets dance,10068122810,2012/10,8,11.625
accd,Live Santa Monica 72,10063849326,2012/10,3,12.6667
accd,Lodger,10067086941,2012/10,5,6.6
accd,Low,10067518133,2012/10,9,7.4444
accd,man who sold the world,10066951574,2012/10,4,8.25
accd,Outside,10068313286,2012/10,2,11
accd,Pinups,10066735282,2012/10,6,13.5
accd,reality tour,10070386163,2012/10,4,23.75
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10064585564,2012/10,5,4.2
accd,Scary monsters,10067294941,2012/10,6,9
accd,Space oddity,10055308257,2012/10,3,8.3333
accd,Stage,10061714118,2012/10,3,13
accd,Station to station,10066867358,2012/10,4,6.25
accd,Tonight,10058574285,2012/10,2,13
accd,VH1 storytellers,10069177490,2012/10,3,11.6667
accd,Young Americans,10053303284,2012/10,4,19.5
accd,Aladdin sane,10060766150,2012/11,6,7.8333
accd,Best of Bowie,10064541732,2012/11,13,6.3077
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842667,2012/11,5,11.8
accd,ChangesBowie,10064494619,2012/11,5,9.4
accd,David live,10068993350,2012/11,2,13.5
accd,Diamond dogs,10061302880,2012/11,3,12
accd,Earthling,10067893270,2012/11,3,9.3333
accd,Heroes,10055426406,2012/11,4,7
accd,Hunky dory,10040890468,2012/11,9,11.5556
accd,Lets dance,10068122828,2012/11,8,17.5
accd,Live Santa Monica 72,10063849227,2012/11,7,13.1429
accd,Lodger,10067086933,2012/11,7,5.1429
accd,Low,10067518125,2012/11,6,16.3333
accd,man who sold the world,10044913498,2012/11,9,12
accd,Outside,10068313278,2012/11,3,17.3333
accd,Pinups,10066735266,2012/11,1,42
accd,reality tour,10070386163,2012/11,4,21.25
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320153,2012/11,7,15.4286
accd,Scary monsters,10067294966,2012/11,7,14.8571
accd,Space oddity,10039936280,2012/11,1,20
accd,Stage,10061714118,2012/11,3,13
accd,Station to station,10066867333,2012/11,6,9.8333
accd,Tonight,10058574293,2012/11,1,49
accd,VH1 storytellers,10069177516,2012/11,5,8.6
accd,Young Americans,10066645762,2012/11,4,10
accd,Aladdin sane,10060766127,2012/12,6,8.5
accd,Best of Bowie,10064541732,2012/12,14,11.2143
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2012/12,2,9
accd,David live,10068993350,2012/12,1,8
accd,Diamond dogs,10043938744,2012/12,3,13.6667
accd,Earthling,10067893270,2012/12,1,17
accd,Heroes,10055426398,2012/12,4,14
accd,Hunky dory,10066869701,2012/12,7,6.8571
accd,Lets dance,10068122844,2012/12,6,6.5
accd,Live Santa Monica 72,10063849250,2012/12,4,14.75
accd,Lodger,10067086966,2012/12,7,4.1429
accd,Low,10067518133,2012/12,4,10.5
accd,man who sold the world,10044913498,2012/12,4,12.5
accd,Outside,10055540487,2012/12,5,13.8
accd,Pinups,10066735290,2012/12,2,6.5
accd,reality tour,10070386189,2012/12,1,6
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138665,2012/12,8,11.5
accd,Scary monsters,10067294933,2012/12,5,6.8
accd,Space oddity,10055308257,2012/12,3,22.3333
accd,Stage,10053755392,2012/12,1,20
accd,Station to station,10066867366,2012/12,3,6.6667
accd,VH1 storytellers,10069177490,2012/12,3,23
accd,Young Americans,10066645739,2012/12,3,9.6667
accd,Aladdin sane,10060766143,2013/01,5,3.8
accd,Best of Bowie,10064541740,2013/01,11,10.1818
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842683,2013/01,2,17
accd,ChangesBowie,10064494619,2013/01,1,3
accd,David live,10068993335,2013/01,2,13
accd,Diamond dogs,10061302856,2013/01,6,12.3333
accd,Earthling,10067893304,2013/01,7,8.5714
accd,Heroes,10060653200,2013/01,4,6.75
accd,Hunky dory,10056557514,2013/01,6,11
accd,Lets dance,10068122844,2013/01,5,9.2
accd,Live Santa Monica 72,10063849219,2013/01,9,8.8889
accd,Lodger,10067086933,2013/01,10,11.3
accd,Low,10067518141,2013/01,5,14
accd,man who sold the world,10066951582,2013/01,7,15.4286
accd,Outside,10068313294,2013/01,7,13.4286
accd,Pinups,10066735241,2013/01,6,15
accd,reality tour,10070386205,2013/01,2,21
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10045138665,2013/01,8,6
accd,Scary monsters,10067294966,2013/01,8,10.875
accd,Space oddity,10055308257,2013/01,2,12.5
accd,Stage,10061748462,2013/01,6,7.1667
accd,Station to station,10038370655,2013/01,7,14
accd,Tonight,10058574244,2013/01,4,7
accd,VH1 storytellers,10069177490,2013/01,4,10
accd,Young Americans,10053303284,2013/01,3,7
accd,Aladdin sane,10060766150,2013/02,6,12.3333
accd,Best of Bowie,10061981683,2013/02,13,9.5385
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2013/02,2,10
accd,ChangesBowie,10064494619,2013/02,2,16.5
accd,Diamond dogs,10078193595,2013/02,9,9.7778
accd,Earthling,10067893270,2013/02,3,5.3333
accd,Heroes,10060653192,2013/02,3,10
accd,Hunky dory,10066869693,2013/02,8,7.375
accd,Lets dance,10068122810,2013/02,5,6.8
accd,Live Santa Monica 72,10063849383,2013/02,6,8.6667
accd,Lodger,10067086966,2013/02,4,4.75
accd,Low,10067518133,2013/02,7,3.2857
accd,man who sold the world,10066951608,2013/02,5,10.2
accd,Outside,10068313278,2013/02,2,8
accd,Pinups,10066735282,2013/02,6,3.5
accd,reality tour,10070386205,2013/02,2,13
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320138,2013/02,8,5.875
accd,Scary monsters,10067294966,2013/02,7,5.4286
accd,Space oddity,10055308257,2013/02,8,9.75
accd,Stage,10061748454,2013/02,2,11
accd,Station to station,10066867333,2013/02,8,9.875
accd,Tonight,10058574244,2013/02,3,5
accd,VH1 storytellers,10069177516,2013/02,2,16
accd,Young Americans,10066645762,2013/02,6,5.6667
accd,Aladdin sane,10060766127,2013/03,6,12.8333
accd,Best of Bowie,10061981683,2013/03,8,11.25
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2013/03,5,8.4
accd,ChangesBowie,10064494627,2013/03,4,7.75
accd,David live,10068993350,2013/03,3,15
accd,Diamond dogs,10061302856,2013/03,12,8.0833
accd,Earthling,10067893270,2013/03,8,6.5
accd,Heroes,10060653192,2013/03,3,11.6667
accd,Hunky dory,10066869693,2013/03,10,7.9
accd,Lets dance,10068122844,2013/03,9,4.4444
accd,Live Santa Monica 72,10063849326,2013/03,8,13.125
accd,Lodger,10067086941,2013/03,9,7.1111
accd,Low,10067518133,2013/03,8,11
accd,man who sold the world,10066951574,2013/03,5,8.6
accd,next day,10077610250,2013/03,10,9.8
accd,Outside,10068313294,2013/03,9,5.3333
accd,Pinups,10066735290,2013/03,6,9.5
accd,reality tour,10070386221,2013/03,6,9
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320138,2013/03,13,8.3077
accd,Scary monsters,10044912912,2013/03,9,9.2222
accd,Space oddity,10078284931,2013/03,10,7.2
accd,Stage,10061748462,2013/03,3,17
accd,Station to station,10066867341,2013/03,12,6.3333
accd,Tonight,10058574293,2013/03,4,5.5
accd,VH1 storytellers,10069177490,2013/03,4,6
accd,Young Americans,10066645762,2013/03,9,4
accd,Aladdin sane,10060961777,2013/04,5,3.4
accd,Best of Bowie,10064541716,2013/04,13,10.7692
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842675,2013/04,4,4.75
accd,ChangesBowie,10064494627,2013/04,2,9
accd,David live,10068993335,2013/04,2,8
accd,Diamond dogs,10061302856,2013/04,9,12.5556
accd,Earthling,10067893270,2013/04,4,9.25
accd,Heroes,10060653192,2013/04,9,9.7778
accd,Hunky dory,10056557548,2013/04,12,13
accd,Lets dance,10058570812,2013/04,11,11.6364
accd,Live Santa Monica 72,10063849250,2013/04,7,11.4286
accd,Lodger,10040931734,2013/04,7,8.1429
accd,Low,10067518141,2013/04,4,6.25
accd,man who sold the world,10066951574,2013/04,8,6.625
accd,next day,10077610359,2013/04,79,10.3165
accd,Outside,10068313278,2013/04,3,10.6667
accd,Pinups,10066735274,2013/04,8,14.625
accd,reality tour,10070386163,2013/04,5,8
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10064585564,2013/04,9,11
accd,Scary monsters,10067294958,2013/04,7,3.8571
accd,Space oddity,10039936306,2013/04,7,12.5714
accd,Stage,10061748454,2013/04,2,4.5
accd,Station to station,10066867333,2013/04,9,10.1111
accd,Tonight,10058574293,2013/04,4,9
accd,VH1 storytellers,10069177490,2013/04,4,8
accd,Young Americans,10053303284,2013/04,6,9.1667
accd,Aladdin sane,10060766143,2013/05,4,16.25
accd,Best of Bowie,10063185192,2013/05,10,8.4
accd,Bowie at the Beeb the best of the BBC radio sessions 68 72,10073842667,2013/05,1,10
accd,ChangesBowie,10064494619,2013/05,1,5
accd,David live,10068993335,2013/05,2,9
accd,Diamond dogs,10078193587,2013/05,9,8.4444
accd,Earthling,10067893304,2013/05,4,6.5
accd,Heroes,10079159959,2013/05,7,6
accd,Hunky dory,10066869701,2013/05,4,9
accd,Lets dance,10058570812,2013/05,6,9.6667
accd,Live Santa Monica 72,10063849334,2013/05,6,9.6667
accd,Lodger,10067086966,2013/05,5,21.6
accd,Low,10067518133,2013/05,6,10.8333
accd,man who sold the world,10044913498,2013/05,6,14.3333
accd,next day,10078327284,2013/05,87,11.1149
accd,Outside,10068313294,2013/05,6,18.8333
accd,Pinups,10066735274,2013/05,3,14.3333
accd,reality tour,10070386205,2013/05,3,21.6667
accd,rise and fall of Ziggy Stardust and the spiders from Mars,10063320153,2013/05,6,10.8333
accd,Scary monsters,10067294958,2013/05,8,7.375
accd,Space oddity,10078284907,2013/05,9,10.7778
accd,Stage,10061748454,2013/05,3,14
accd,Station to station,10066867341,2013/05,9,19.5556
accd,Tonight,10058574244,2013/05,3,15
accd,VH1 storytellers,10069177490,2013/05,3,9.3333
accd,Young Americans,10055276231,2013/05,4,9
accd,Aladdin sane,10060766127,2013/06,7,6.4286
